pmid	year	title_short	current_design	current_target_population	current_delivery_model	current_followup_reporting_level	current_followup_completion_pct	n_invited	n_participated	uptake_pct	acceptability_reported	cost_reported	candidate_core_status	candidate_reason	manual_curator_decision	manual_curator_notes	manual_core_decision	manual_decision_reason	manual_evidence_text	manual_followup_level_if_changed	manual_followup_pct_if_changed	manual_notes	curator_id	curation_date
39036090	2024	Evaluation of a novel vaginal cells self-sampling device for human papillomavirus testing in cervical cancer screening: A clinical trial assessing reliability and acceptability.	diagnostic_validation	other	clinic_pickup_return_clinic	none		1210	1210	100.0	Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Clinical trial evaluating device reliability and acceptability versus clinician collection; method validation rather than implementation outcome.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
39043209	2024	A qualitative assessment of the acceptability of human papillomavirus self-sampling and informational materials among di	observational	underscreened_general	unk	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
39137185	2024	Increasing coverage in cervical and colorectal cancer screening by leveraging attendance at breast cancer screening: A c	cluster_RCT	other	clinic_pickup_return_clinic	none		100.0	32.0	2.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
39173252	2024	Coverage of cervical cancer prevention interventions among people in Australia who inject drugs.	observational	other	unk	none				0.2	N	N	candidate_core	extractable_implementation_or_cascade_result										
39195300	2024	HPV Self-Sampling for Cervical Cancer Screening in Under-Screened Saskatchewan Populations: A Pilot Study.	other	rural_low_access	clinic_pickup_return_clinic	none				6.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
39273727	2024	Experiences and Perceptions of Cervical Cancer Screening Using Self-Sampling among Under-Screened Women in Flanders.	observational	underscreened_general	unk	none					Y	N	candidate_non_core	preference_willingness_only_without_extractable_implementation_result			NON_CORE	Qualitative interviews on perceptions.	Individual interviews with 15 underscreened women...				GC	2026-06-13
39280202	2024	Questionnaire-Based Study on the Knowledge of Cervical Cancer and Attitude and Perception Toward Self-Sampling Method of Screening, Among Women in Sikkim, India.	questionnaire_study	other	clinic_pickup_return_clinic	none		210	210	100.0	Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Questionnaire/perception study in India where women performed self-sampling; relevant acceptability evidence but not primarily an implementation uptake study in an underscreened group.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
39313668	2024	Strategies to Optimize Cervical Cancer Screening Rates Among Transgender and Gender-Diverse People Assigned Female at Bi	other	other	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
39345697	2024	Factors associated with clinician willingness to adopt HPV self-sampling and self-testing for cervical cancer screening.	observational	other	outreach_event_distribution	none					Y	N	candidate_non_core	preference_willingness_only_without_extractable_implementation_result			NON_CORE	Clinician willingness survey.	...clinicians' attitudes toward self-sampling and self-testing.				GC	2026-06-13
39396430	2024	High-risk HPV mRNA testing on self-samples offered to those who do not attend for organised cervical screening - real wo	other	other	mail_to_home_return_mail	completion_reported	88.3	4173.0		20.5	N	N	candidate_core	extractable_implementation_or_cascade_result										
39421164	2024	Prevalence of human papillomaviruses in self-collected samples among women attending antenatal care in Ethiopia: a cross	other	other	mail_to_home_return_mail	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
39429813	2024	Opportunistic offering of self-sampling to non-attenders within the English cervical screening programme: a pragmatic, m	cluster_RCT	nonattenders	outreach_event_distribution	none			65.0	5.5	N	N	candidate_core	extractable_implementation_or_cascade_result										
39493836	2024	On the path toward cervical cancer elimination in Canada: a national survey of factors influencing women's intentions to	observational	underscreened_general	unk	none					N	N	candidate_non_core	preference_willingness_only;survey_only_without_extractable_implementation_result			NON_CORE	Survey of screening intentions, not actual implementation.	...investigated psychosocial correlates of intentions...				GC	2026-06-13
39516742	2024	Cervical precancer screening using self-sampling, HPV DNA testing, and mobile colposcopy in a hard-to-reach community in	program_evaluation	other	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
39559277	2024	Rural women's preferences for cervical cancer screening via HPV self-sampling: a discrete choice experiment study in chi	observational	never_screened	clinic_pickup_return_clinic	none					Y	N	candidate_non_core	preference_willingness_only_without_extractable_implementation_result			NON_CORE	Discrete choice experiment (hypothetical preferences).	...choose between two hypothetical screening choices...				GC	2026-06-13
39666756	2024	Human papillomavirus genotype and cycle threshold value from self-samples and risk of high-grade cervical lesions: A pos	program_evaluation	nonattenders	outreach_event_distribution	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
39681893	2024	Women's cellphone access and ownership in rural Uganda: implications for self-care interventions.	cluster_RCT	other	clinic_pickup_return_clinic	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Secondary analysis on digital access, not implementation outcomes.	...secondary analysis of a larger clinical trial... determining women's cellphone access...				GC	2026-06-13
39682257	2024	Addressing COVID-19 Screening Delays: The Impact of HPV Self-Sampling on Non-Attenders in a Cervical Cancer Screening Pr	other	nonattenders	mail_to_home_return_mail	completion_reported	90.0			79.5	N	N	candidate_core	extractable_implementation_or_cascade_result										
39727713	2024	Breaking Barriers: Empowering Cervical Cancer Screening with HPV Self-Sampling for Sex Workers and Formerly Incarcerated	observational	never_screened	mail_to_home_return_mail	none					Y	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			CORE	Pilot study in sex workers with HPV results.	Those who opted for HPV-SS conducted the test... 88% chose HPV-SS, and one-third tested positive.				GC	2026-06-13
39733411	2024	Performance of HPV Self-Sample Collected by a Novel Kit in Comparison with Clinician Collected Sample for Cervical Cance	other	other	clinic_pickup_return_clinic	none					Y	N	manual_review	insufficient_structured_signal			NON_CORE	Diagnostic accuracy comparison of a novel kit.	...performance of HPV Self-Sample ... in comparison with clinician collected sample.				GC	2026-06-13
39796637	2024	Overcoming Cultural Barriers and Building Healthcare Trust: A Mixed Methods Study on Cervical Cancer Prevention Among Ar	observational	other	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
35384556	2023	"""We Shall Tell them with Love, Inform them what we have Learnt and then Allow them to go"" - Men's Perspectives of Self-Collected Cervical Cancer Screening in Rural Uganda: A Qualitative Inquiry."	qualitative	rural_low_access	unk	none					Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Qualitative study of men’s perspectives on self-collected cervical screening in rural Uganda; implementation-relevant but no participant-level screening outcome.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
36099416	2023	Sociodemographic Characteristics and Screening Outcomes of Women Preferring Self-Sampling in the Dutch Cervical Cancer S	other	underscreened_general	clinic_pickup_return_clinic	referral_only		857866.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
36239434	2023	A Qualitative Exploration of Barriers to Treatment Among HPV-Positive Women in a Cervical Cancer Screening Study in West	individual_RCT	other	unk	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
36371904	2023	The cost-effectiveness of opt-in and send-to-all HPV self-sampling among long-term non-attenders to cervical cancer scre	model	nonattenders	mail_to_home_return_mail	none					N	Y	candidate_non_core	model_or_economic_model			NON_CORE	Secondary economic analysis of existing trial data.	...conducted a secondary analysis using the Equalscreen study data...				GC	2026-06-13
36385698	2023	Widening the offer of human papillomavirus self-sampling to all women eligible for cervical screening: Make haste slowly	program_evaluation	underscreened_general	clinic_pickup_return_clinic	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
36635749	2023	Assessing the implementation fidelity of HPV self-collection offered by community health workers during home visits (the EMA strategy): a case study in a low-middle-resource setting in Argentina.	implementation_fidelity	rural_low_access	chw_door_to_door	referral_only					N	N	candidate_core	Final 58-record adjudication			CORE	Argentina EMA scale-up fidelity evaluation of CHW-offered HPV self-collection using implementation data from the national screening information system.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
36653775	2023	Implementation and scaling-up of an effective mHealth intervention to increase adherence to triage of HPV-positive women	individual_RCT	other	chw_door_to_door	referral_only					Y	Y	candidate_core	extractable_implementation_or_cascade_result										
36698140	2023	Reach and effectiveness of an HPV self-sampling intervention for cervical screening amongst under- or never-screened wom	observational	never_screened	unk	referral_only			108.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
36870436	2023	Acceptability and Preferences of Dry HR HPV Self-Sampling Mailed Kits Among Canadian Women: A Cross-Sectional Study.	individual_RCT	underscreened_general	mail_to_home_return_mail	none			400.0	7.5	Y	N	candidate_core	extractable_implementation_or_cascade_result										
36893182	2023	Leveraging COVID-era innovation for cervical cancer screening: Clinician awareness and attitudes toward self-sampling an	observational	underscreened_general	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
36906527	2023	Mailing human papillomavirus self-sampling kits to women under-screened for cervical cancer improved detection in cervic	other	underscreened_general	mail_to_home_return_mail	none		653.0	953.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
36922319	2023	Telecytologic diagnosis of cervical smears for triage of self-sampled human papillomavirus-positive women in a resource-	other	other	clinic_pickup_return_clinic	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
36922960	2023	Understanding the effect of new U.S. cervical cancer screening guidelines and modalities on patients' comprehension and 	observational	other	unk	none			32.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
36947040	2023	Economic Evaluation of Mailed Home-Based Human Papillomavirus Self-sampling Kits for Cervical Cancer Screening.	individual_RCT	underscreened_general	mail_to_home_return_mail	referral_only		9960.0			N	Y	candidate_core	extractable_implementation_or_cascade_result										
36952486	2023	Recruitment strategies and HPV self-collection return rates for under-screened women for cervical cancer prevention.	other	underscreened_general	mail_to_home_return_mail	none			487.0	70.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
36999740	2023	Human papillomavirus testing on self-collected samples to detect high-grade cervical lesions in rural Bhutan: The REACH-	individual_RCT	other	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
37037880	2023	Community-integrated self-collected HPV-based cervix screening in a low-resource rural setting: a pragmatic, cluster-ran	cluster_RCT	other	outreach_event_distribution	none		2019.0	75.0	5.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
37041530	2023	Effectiveness of family-centred sexual health education and HPV self-sampling in promoting cervical cancer screening amo	observational	other	unk	none					N	N	manual_review	insufficient_structured_signal			CORE	Community pilot study with actual uptake outcomes.	Results revealed ... 118 out of 120 female participants chose to be screened.				GC	2026-06-13
37069602	2023	Cost-effectiveness of the screen-and-treat strategies using HPV test linked to thermal ablation for cervical cancer prev	model	other	unk	referral_only					Y	Y	candidate_non_core	model_or_economic_model			NON_CORE	Cost-effectiveness modeling study.	We developed a hybrid model to evaluate costs, health outcomes, and ICERs...				GC	2026-06-13
37100874	2023	Evaluation of DNA methylation biomarkers ASCL1 and LHX8 on HPV-positive self-collected samples from primary HPV-based sc	other	never_screened	clinic_pickup_return_clinic	referral_only			593.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
37174865	2023	Intervention to Increase Cervical Cancer Screening Behavior among Medically Underserved Women: Effectiveness of 3R Commu	observational	other	unk	completion_reported	57.0				Y	N	candidate_core	extractable_implementation_or_cascade_result										
37182529	2023	Effect of HPV self-collection kits on cervical cancer screening uptake among under-screened women from low-income US bac	individual_RCT	underscreened_general	mail_to_home_return_mail	none			697.0	78.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
37204419	2023	Cost-effectiveness of Human Papillomavirus Self-collection Intervention on Cervical Cancer Screening Uptake among Unders	model	underscreened_general	mail_to_home_return_mail	none					N	Y	candidate_non_core	model_or_economic_model			NON_CORE	Cost-effectiveness decision tree model based on trial data.	A decision tree analysis was used... derived from the MyBodyMyTest-3 trial.				GC	2026-06-13
37232493	2023	Perceived barriers to cervical cancer screening and motivators for at-home human papillomavirus self-sampling during the	individual_RCT	underscreened_general	mail_to_home_return_mail	none					N	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			CORE	Nested survey within a real-world trial.	...as part of a randomized controlled trial evaluating kit effectiveness.				GC	2026-06-13
37279208	2023	A comparative study on behavior, awareness and belief about cervical cancer among rural and urban women in Vietnam.	observational	other	unk	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Cross-sectional survey on behaviors/beliefs.	A comparative study on behavior, awareness and belief ... using a questionnaire.				GC	2026-06-13
37280031	2023	Two self-sampling strategies for HPV primary cervical cancer screening compared with clinician-collected sampling: an ec	program_evaluation	nonattenders	mail_to_home_return_mail	none				0.0	N	Y	candidate_core	extractable_implementation_or_cascade_result										
37289798	2023	Acceptability of self-sampling human papillomavirus test for cervical cancer screening in Japan: A questionnaire survey in the ACCESS trial.	RCT_companion_survey	nonattenders	mail_to_home_return_mail	none		7340	1196	16.3	Y	N	candidate_core	Final 58-record adjudication			CORE	ACCESS trial companion record among women not screened for at least three years; reports kit ordering, self-sampling completion, and acceptability.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
37297609	2023	Facilitators and Barriers to HPV Self-Sampling as a Cervical Cancer Screening Option among Women Living with HIV in Rura	observational	other	mail_to_home_return_mail	none					N	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Qualitative study on facilitators/barriers.	Facilitators and Barriers ... among Women Living with HIV ... qualitative methods.				GC	2026-06-13
37339642	2023	A New Brazilian Device for Cervical Cancer Screening: Acceptability and Accuracy of Self-sampling.	observational	underscreened_general	unk	referral_only		2016.0			Y	N	candidate_core	extractable_implementation_or_cascade_result										
37345135	2023	Results from Two HPV-Based Cervical Cancer Screening-Family Planning Integration Models in Malawi: A Cluster Randomized 	cluster_RCT	other	outreach_event_distribution	none					N	N	manual_review	insufficient_structured_signal			CORE	Integrated model trial with real participation data (N=7664).	The integration of FP and HPV self-collection ... increases CCS and modern FP uptake.				GC	2026-06-13
37407967	2023	Community and provider perceptions and experiences of cervical cancer screening in Rural Bolivia: a qualitative study.	observational	other	outreach_event_distribution	none					Y	N	candidate_non_core	preference_willingness_only;qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Qualitative study on community/provider perceptions.	Community and provider perceptions and experiences ... a qualitative study.				GC	2026-06-13
37504357	2023	Implementation of a Cervical Cancer Screening Intervention for Under- or Never-Screened Women in Ontario, Canada: Unders	observational	never_screened	outreach_event_distribution	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
37504372	2023	Are Canadian Women Prepared for the Transition to Primary HPV Testing in Cervical Screening? A National Survey of Knowle	observational	underscreened_general	unk	none					N	N	candidate_non_core	survey_only_without_extractable_implementation_result			NON_CORE	National survey of knowledge/attitudes.	National Survey of Knowledge, Attitudes, and Beliefs.				GC	2026-06-13
37528945	2023	Feasibility and anticipated acceptability of community health worker-facilitated HPV self-sampling for cervical cancer s	observational	other	chw_door_to_door	none					Y	N	manual_review	insufficient_structured_signal			NON_CORE	CHW perspective survey on implementation barriers.	...explores CHW perspectives on barriers ... and anticipated acceptability.				GC	2026-06-13
37623195	2023	Effectiveness of Clinic-Based Patient-Led Human Papillomavirus DNA Self-Sampling among HIV-Infected Women in Uganda.	individual_RCT	other	unk	none		382.0			N	Y	candidate_core	extractable_implementation_or_cascade_result										
37664989	2023	Examining the perceived impact of the COVID-19 pandemic on cervical cancer screening practices among clinicians practici	observational	other	clinic_pickup_return_clinic	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Clinician perception survey regarding COVID impact.	Examining the perceived impact ... among clinicians practicing in FQHCs.				GC	2026-06-13
37692077	2023	Self-sampling and HPV DNA testing for cervical precancer screening in a cohort of nuns in Ghana: a cross-sectional cohort study.	cross_sectional_cohort	other	outreach_event_distribution	referral_only		105	105	100.0	N	N	candidate_core	Final 58-record adjudication			CORE	Ghana cohort of Catholic nuns, a group potentially missed by screening programmes, used self-sampling and reports screening, HPV positivity, and follow-up screening procedures.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
37724032	2023	Determinants of Low-Income Women's Participation in Self-Collected Samples for Cervical Cancer Detection: Application of	observational	other	unk	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
37768884	2023	Understanding the cervical cancer self-collection preferences of women living in urban and rural Rwanda.	observational	other	clinic_pickup_return_clinic	none					Y	N	candidate_non_core	preference_willingness_only_without_extractable_implementation_result			NON_CORE	Preference survey only; no actual implementation.	...preferences of Rwandan women in urban and rural settings toward self-collection.				GC	2026-06-13
37898855	2023	A Study of the Impact and Restitutive Efforts of Cervical Cancer Screening during the COVID-19 Pandemic in a Regional Ca	other	other	outreach_event_distribution	none					N	N	manual_review	insufficient_structured_signal			CORE	Real-world pandemic switch to self-sampling (N=10,792).	Following lockdown, the health workers distributed the self-sampling device... during home visits.				GC	2026-06-13
37958337	2023	Acceptability to Healthcare Professionals of Home-Based HPV Self-Sampling for Cervical Screening: A French Qualitative S	individual_RCT	underscreened_general	mail_to_home_return_mail	none					Y	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Qualitative study of healthcare professional attitudes.	...investigated the attitudes and experiences of 59 healthcare professionals...				GC	2026-06-13
37964260	2023	Prevalence and sociodemographic predictors of high-risk vaginal human papillomavirus infection: findings from a public cervical cancer screening registry.	registry_analysis	rural_low_access	mixed_or_multiarm	none		36738	36738	100.0	N	N	candidate_core	Final 58-record adjudication			CORE	Malaysian public screening registry using self-sampling/assisted vaginal samples reports screened population size and hrHPV prevalence in a low-resource public programme context.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
38015219	2023	Strategies to Increase Cervical Cancer Screening With Mailed Human Papillomavirus Self-Sampling Kits: A Randomized Clini	individual_RCT	other	mail_to_home_return_mail	referral_only		355.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
38035305	2023	Co-creation of human papillomavirus self-sampling delivery strategies for cervical cancer screening in rural Zimbabwe: n	other	other	outreach_event_distribution	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
38109300	2023	Evaluation of video-assisted HPV education in government-supported clinics in Western Kenya.	cluster_RCT_workflow_study	rural_low_access	clinic_pickup_return_clinic	none				63.0	Y	N	candidate_core	Final 58-record adjudication			CORE	Abstract explicitly reports primary behavioral participation: 'Sixty-three percent of women participated in HPV self-sampling in the intervention sites, compared to forty-six percent who screened after standard health talks.' This is a primary implementation outcome.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
34535615	2022	Prevalence of High-Risk Human Papillomavirus by RNA Assay in Home Self-Collected Samples Among Underscreened People in N	individual_RCT	underscreened_general	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
34538150	2022	Qualitative assessment of attitudes toward cervical cancer (CC) screening and HPV self-sampling among African American (	other	migrant_minority	outreach_event_distribution	none					Y	N	candidate_non_core	preference_willingness_only;qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Qualitative focus group study via Zoom.	Thirty AA/SAI women participated in one of six focus groups ... held over Zoom.				GC	2026-06-13
34694179	2022	Human papillomavirus self-sampling for long-term non-attenders in cervical cancer screening: A randomised feasibility st	individual_RCT	nonattenders	unk	referral_only		12000.0	2006.0	6.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
34780021	2022	HPV Testing Behaviors and Willingness to Use HPV Self-sampling at Home Among African American (AA) and Sub-Saharan Afric	observational	migrant_minority	unk	none					N	N	candidate_non_core	preference_willingness_only_without_extractable_implementation_result			NON_CORE	Willingness survey only, no actual implementation.	...examine factors associated with ... willingness to use HPV self-sampling.				GC	2026-06-13
34800474	2022	Does mailing unsolicited HPV self-sampling kits to women overdue for cervical cancer screening impact uptake of other pr	individual_RCT	underscreened_general	mail_to_home_return_mail	none		2014.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
34875556	2022	Feasibility of sending a direct send HPV self-sampling kit to long-term non-attenders in an organized cervical screening	individual_RCT	nonattenders	unk	completion_reported	73.9	591.0	591.0	20.2	N	N	candidate_core	extractable_implementation_or_cascade_result										
34972808	2022	Non-speculum sampling approaches for cervical screening in older women: randomised controlled trial.	randomized_trial	nonattenders	mixed_or_multiarm	none		784	80	20.4	N	N	candidate_core	Final 58-record adjudication			CORE	RCT among older lapsed attenders offered non-speculum clinician sampling or self-sampling and reports screening uptake at 4 and 12 months.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
35078829	2022	Combining cervical cancer screening for mothers with schoolgirl vaccination during human papillomavirus (HPV) vaccine implementation in South Africa: results from the VACCS1 and VACCS2 trials.	cross_sectional_trials	rural_low_access	outreach_event_distribution	none		5137			Y	N	candidate_core	Final 58-record adjudication			CORE	South African VACCS trials linked HPV vaccination with maternal screening and self-sampling/invitation approaches; reports vaccination and screening uptake.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
35147064	2022	The experience of under-screened and never-screened participants using clinician-supported self-collection cervical scre	observational	never_screened	clinic_pickup_return_clinic	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Qualitative study on participant experiences (n=45).	Interviews (n=45) were conducted ... explore screening participant experiences.				GC	2026-06-13
35193408	2022	Empowering Low-Income Asian American Women to Conduct Human Papillomavirus Self-Sampling Test: A Community-Engaged and C	other	other	outreach_event_distribution	none					N	N	manual_review	insufficient_structured_signal			CORE	Community intervention with 156 Asian American women.	A total of 156 female participants ... completion of HPV self-sampling.				GC	2026-06-13
35200547	2022	Cervical Cancer Prevention and High-Risk HPV Self-Sampling Awareness and Acceptability among Women Living with HIV: A Qu	observational	underscreened_general	unk	none					Y	N	manual_review	insufficient_structured_signal			NON_CORE	Qualitative investigation of patient/provider views.	A Qualitative Investigation from the Patients and Providers Perspectives.				GC	2026-06-13
35241461	2022	Towards the elimination of cervical cancer in low-income and lower-middle-income countries: modelled evaluation of the e	model	other	clinic_pickup_return_clinic	none					Y	Y	candidate_non_core	model_or_economic_model			NON_CORE	Modelled evaluation of national program effectiveness.	modelled evaluation ... extensively validated platform ('Policy1-Cervix') was calibrated to PNG.				GC	2026-06-13
35270303	2022	Human Papillomavirus Self-Sampling for Primary Cervical Cancer Screening in Under-Screened Women in Hong Kong during the	other	underscreened_general	outreach_event_distribution	none			321.0	1.6	N	N	candidate_core	extractable_implementation_or_cascade_result										
35287163	2022	Reasons for non-attendance to cervical cancer screening and acceptability of HPV self-sampling among Bruneian women: A c	observational	other	unk	none					Y	N	manual_review	insufficient_structured_signal			CORE	Pilot study in Brunei with 174 participants and 55.7% uptake.	...out of which 97 (55.7%) also participated in HPV self-sampling.				GC	2026-06-13
35313763	2022	HPV self-sampling and follow-up over two rounds of cervical screening in Australia - the iPap trial.	individual_RCT	never_screened	mail_to_home_return_mail	completion_reported	84.0		1573.0	2.7	N	N	candidate_core	extractable_implementation_or_cascade_result										
35389282	2022	Self-sampling for cervical screening offered at the point of invitation: A cross-sectional study of preferences in Engla	observational	migrant_minority	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
35436908	2022	Uptake and correlates of cervical cancer screening among women attending a community-based multi-disease health campaign in Kenya.	cross_sectional	rural_low_access	outreach_event_distribution	none		2016	749	35.6	N	N	candidate_core	Final 58-record adjudication			CORE	Community outreach campaign in Kenya offered self-collected HPV testing and reports screening uptake and HPV positivity among women attending a low-resource multi-disease campaign.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
35457487	2022	Role of Self-Sampling for Cervical Cancer Screening: Diagnostic Test Properties of Three Tests for the Diagnosis of HPV 	other	other	clinic_pickup_return_clinic	none			120.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
35480875	2022	What do South Asian immigrant women know about HPV, cervical cancer and its early detection: A cross-sectional Australia	observational	migrant_minority	unk	none			82.0	55.4	N	N	candidate_core	extractable_implementation_or_cascade_result										
35594924	2022	Operational experiences from the general implementation of HPV self-sampling to Danish screening non-attenders.	program_evaluation	nonattenders	clinic_pickup_return_clinic	completion_reported	92.0	501.0	73.0	73.0	N	Y	candidate_core	extractable_implementation_or_cascade_result										
35666530	2022	Redesign of a rapid, low-cost HPV typing assay to support risk-based cervical screening and management.	individual_RCT	other	clinic_pickup_return_clinic	none					N	Y	manual_review	insufficient_structured_signal			NON_CORE	Assay redesign and lab validation.	Redesign of a rapid, low-cost HPV typing assay ... residual specimens were masked.				GC	2026-06-13
35692337	2022	Prevalence of Human Papillomavirus Among Chinese Han and Mongols Minority Women in Inner Mongolia, China: Reflected by S	other	migrant_minority	unk	none					N	N	manual_review	insufficient_structured_signal			CORE	Cross-sectional study (N=2043) in Inner Mongolia with positivity results.	...Reflected by Self-Collected Samples in CHIMUST. ... hr-HPV infection rates ...				GC	2026-06-13
35716139	2022	Human papillomavirus self-sampling with mRNA testing benefits routine screening.	individual_RCT	other	unk	referral_only		5350.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
35878625	2022	Point-of-care HPV DNA testing of self-collected specimens and same-day thermal ablation for the early detection and trea	individual_RCT	other	clinic_pickup_return_clinic	completion_reported	98.8		37.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
35959498	2022	Harms and benefits of cervical cancer screening among non-attenders in Switzerland: The transition towards HPV-based scr	other	nonattenders	unk	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
35968487	2022	Assessing Canadian women's preferences for cervical cancer screening: A brief report.	observational	underscreened_general	unk	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
35991536	2022	Pasifika women's knowledge and perceptions of cervical-cancer screening and the implementation of self-testing in Aotear	other	other	outreach_event_distribution	none					Y	N	candidate_non_core	preference_willingness_only;survey_only_without_extractable_implementation_result			NON_CORE	Qualitative focus group study on barriers/facilitators.	We undertook a qualitative focus group (FG) study with Pasifika women...				GC	2026-06-13
35995936	2022	HPV self-sampling among long-term non-attenders to cervical cancer screening in Norway: a pragmatic randomised controlle	individual_RCT	nonattenders	clinic_pickup_return_clinic	completion_reported	92.5		6000.0	4.8	N	N	candidate_core	extractable_implementation_or_cascade_result										
36008554	2022	Implementation of a self-sampling HPV test for non-responders to cervical cancer screening in Japan: secondary analysis 	individual_RCT	nonattenders	unk	none					N	N	manual_review	insufficient_structured_signal			CORE	RCT secondary analysis with actual sample return rates (n=1196).	Of the 7340 women in the self-sampling arm, ... 1196 (16.3%) underwent the test.				GC	2026-06-13
36047900	2022	Clinical Performance of the RealTime High Risk HPV Assay on Self-Collected Vaginal Samples within the VALHUDES Framework	other	other	clinic_pickup_return_clinic	referral_only		486.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
36141226	2022	Evaluation of Urine and Vaginal Self-Sampling versus Clinician-Based Sampling for Cervical Cancer Screening: A Field Com	observational	other	outreach_event_distribution	none			120.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
36161116	2022	The impact of offering multiple cervical screening options to women whose screening was overdue in Dumfries and Galloway	observational	other	unk	none		292.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
36161964	2022	Human papillomavirus self-testing among unscreened and under-screened Māori, Pasifika and Asian women in Aotearoa New Ze	individual_RCT	underscreened_general	mail_to_home_return_mail	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
