record_id	pmid	doi	year	title_short	country_or_region	income_level	target_population	target_population_notes	setting	delivery_model	return_channel	followup_support	self_sampling_confirmed	assay_type	triage_pathway	design	n_invited	n_participated	uptake_pct	followup_closure_reported	followup_reporting_level	followup_completion_pct	followup_notes	equity_stratified_results_reported	acceptability_reported	cost_reported	key_barriers_facilitators	limitations	implementation_core_status	implementation_core_reason	implementation_core_evidence
PMID_37041530	37041530	10.1186/s12889-023-15602-1	2023	Effectiveness of family-centred sexual health education and HPV self-sampling in promoting cervical cancer screening amo	UNK	UNK	other		home_mail	unk	unk	unk	Y	UNK	cytology	observational				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Community pilot study with actual uptake outcomes.	Results revealed ... 118 out of 120 female participants chose to be screened.
PMID_37100874	37100874	10.1038/s41416-023-02277-z	2023	Evaluation of DNA methylation biomarkers ASCL1 and LHX8 on HPV-positive self-collected samples from primary HPV-based sc	UNK	UNK	never_screened		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	other		593.0		Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_37174865	37174865	10.3390/healthcare11091323	2023	Intervention to Increase Cervical Cancer Screening Behavior among Medically Underserved Women: Effectiveness of 3R Commu	UNK	UNK	other		other	unk	unk	unk	Y	DNA	cytology	observational				Y	completion_reported	57.0	Among high-risk HPV-positive women, 57% followed up with physicians for care.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_37182529	37182529	10.1016/s2468-2667(23)00076-2	2023	Effect of HPV self-collection kits on cervical cancer screening uptake among under-screened women from low-income US bac	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	reminders	Y	DNA	cytology	individual_RCT		697.0	78.0	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_37232493	37232493	10.7554/elife.84664	2023	Perceived barriers to cervical cancer screening and motivators for at-home human papillomavirus self-sampling during the	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	individual_RCT				N	none		Reported barriers/motivators survey; no post-positive follow-up completion.	Y	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Nested survey within a real-world trial.	...as part of a randomized controlled trial evaluating kit effectiveness.
PMID_37280031	37280031	10.1136/bmjopen-2022-068940	2023	Two self-sampling strategies for HPV primary cervical cancer screening compared with clinician-collected sampling: an ec	UNK	UNK	nonattenders		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	direct_colposcopy	program_evaluation			0.0	N	none		Economic model used complete screens, not post-positive clinical follow-up completion.	N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_37289798	37289798	10.1371/journal.pone.0286909	2023	Acceptability of self-sampling human papillomavirus test for cervical cancer screening in Japan: A questionnaire survey in the ACCESS trial.	Japan	HIC	nonattenders		organized_screening	mail_to_home_return_mail	mail	reminders	Y	DNA	cytology	RCT_companion_survey	7340	1196	16.3	N	none		Added after final 58-record adjudication; not part of the earlier broad map.	N	Y	N		Added after final adjudication of high-risk false-negative records; charted from PubMed abstract-level information.	CORE	ACCESS trial companion record among women not screened for at least three years; reports kit ordering, self-sampling completion, and acceptability.	Final adjudication based on PubMed abstract evidence and independent review worksheet.
PMID_37339642	37339642	10.1055/s-0043-1770134	2023	A New Brazilian Device for Cervical Cancer Screening: Acceptability and Accuracy of Self-sampling.	UNK	UNK	underscreened_general		other	unk	unk	unk	Y	UNK	unk	observational	2016.0			Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_37345135	37345135	10.3390/cancers15102797	2023	Results from Two HPV-Based Cervical Cancer Screening-Family Planning Integration Models in Malawi: A Cluster Randomized 	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	unk	cluster_RCT				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Integrated model trial with real participation data (N=7664).	The integration of FP and HPV self-collection ... increases CCS and modern FP uptake.
PMID_37504357	37504357	10.3390/curroncol30070497	2023	Implementation of a Cervical Cancer Screening Intervention for Under- or Never-Screened Women in Ontario, Canada: Unders	Canada	HIC	never_screened		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Field reconciled during final eligibility review.	CORE	extractable_implementation_or_cascade_result	
PMID_37623195	37623195	10.3390/ijerph20166613	2023	Effectiveness of Clinic-Based Patient-Led Human Papillomavirus DNA Self-Sampling among HIV-Infected Women in Uganda.	UNK	UNK	other		home_mail	unk	mail	unk	Y	DNA	cytology	individual_RCT	382.0			N	none			N	N	Y		Field reconciled during final eligibility review.	CORE	extractable_implementation_or_cascade_result	
PMID_37692077	37692077	10.1016/j.eclinm.2023.102183	2023	Self-sampling and HPV DNA testing for cervical precancer screening in a cohort of nuns in Ghana: a cross-sectional cohort study.	Ghana	LMIC	other	Catholic nuns, described as a group potentially missed by screening programmes.	community_outreach	outreach_event_distribution	outreach_event	in_person	Y	DNA	cytology	cross_sectional_cohort	105	105	100.0	Y	referral_only		Screen-positive nuns underwent follow-up Pap smears and EVA colposcopy; no denominator for completion extracted from abstract. Added after final 58-record adjudication; not part of the earlier broad map.	N	N	N		Added after final adjudication of high-risk false-negative records; charted from PubMed abstract-level information.	CORE	Ghana cohort of Catholic nuns, a group potentially missed by screening programmes, used self-sampling and reports screening, HPV positivity, and follow-up screening procedures.	Final adjudication based on PubMed abstract evidence and independent review worksheet.
PMID_37724032	37724032	10.1177/0272684x221090060	2023	Determinants of Low-Income Women's Participation in Self-Collected Samples for Cervical Cancer Detection: Application of	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_37898855	37898855	10.31557/apjcp.2023.24.10.3495	2023	A Study of the Impact and Restitutive Efforts of Cervical Cancer Screening during the COVID-19 Pandemic in a Regional Ca	UNK	UNK	other		home_mail	outreach_event_distribution	unk	unk	Y	DNA	unk	other				N	none			N	N	N		Field reconciled during final eligibility review.	CORE	Real-world pandemic switch to self-sampling (N=10,792).	Following lockdown, the health workers distributed the self-sampling device... during home visits.
PMID_37964260	37964260	10.1186/s12889-023-17132-2	2023	Prevalence and sociodemographic predictors of high-risk vaginal human papillomavirus infection: findings from a public cervical cancer screening registry.	Malaysia	LMIC	rural_low_access		primary_care	mixed_or_multiarm	clinic	unk	Y	DNA	unk	registry_analysis	36738	36738	100.0	N	none		Added after final 58-record adjudication; not part of the earlier broad map.	Y	N	N		Added after final adjudication of high-risk false-negative records; charted from PubMed abstract-level information.	CORE	Malaysian public screening registry using self-sampling/assisted vaginal samples reports screened population size and hrHPV prevalence in a low-resource public programme context.	Final adjudication based on PubMed abstract evidence and independent review worksheet.
PMID_38015219	38015219	10.1001/jama.2023.21471	2023	Strategies to Increase Cervical Cancer Screening With Mailed Human Papillomavirus Self-Sampling Kits: A Randomized Clini	UNK	UNK	other		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT	355.0			Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_38035305	38035305	10.3389/fpubh.2023.1275311	2023	Co-creation of human papillomavirus self-sampling delivery strategies for cervical cancer screening in rural Zimbabwe: n	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	other				Y	referral_only			N	Y	N		Field reconciled during final eligibility review.	CORE	extractable_implementation_or_cascade_result	
PMID_38109300	38109300	10.1371/journal.pgph.0002539	2023	Evaluation of video-assisted HPV education in government-supported clinics in Western Kenya.	Kenya	LMIC	rural_low_access		clinic	clinic_pickup_return_clinic	clinic	education_navigation	Y	DNA	unk	cluster_RCT_workflow_study			63.0	N	none		Added after final 58-record adjudication; not part of the earlier broad map.	N	Y	N	Video-assisted education in government-supported clinics; compared with standard health talks.	Added after final adjudication of high-risk false-negative records; charted from PubMed abstract-level information.	CORE	Abstract explicitly reports primary behavioral participation: 'Sixty-three percent of women participated in HPV self-sampling in the intervention sites, compared to forty-six percent who screened after standard health talks.' This is a primary implementation outcome.	Final adjudication based on PubMed abstract evidence and independent review worksheet.
PMID_34535615	34535615	10.1097/olq.0000000000001557	2022	Prevalence of High-Risk Human Papillomavirus by RNA Assay in Home Self-Collected Samples Among Underscreened People in N	United States	HIC	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	individual_RCT				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_34694179	34694179	10.1177/09691413211052499	2022	Human papillomavirus self-sampling for long-term non-attenders in cervical cancer screening: A randomised feasibility st	Estonia	HIC	nonattenders		other	unk	unk	unk	Y	UNK	cytology	individual_RCT	12000.0	2006.0	6.0	Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_34800474	34800474	10.1016/j.ypmed.2021.106896	2022	Does mailing unsolicited HPV self-sampling kits to women overdue for cervical cancer screening impact uptake of other pr	United States	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT	2014.0			N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_34875556	34875556	10.1016/j.ejogrb.2021.11.430	2022	Feasibility of sending a direct send HPV self-sampling kit to long-term non-attenders in an organized cervical screening	UNK	UNK	nonattenders		other	unk	unk	reminders	Y	UNK	direct_colposcopy	individual_RCT	591.0	591.0	20.2	Y	completion_reported	73.9	HPV-positive participants: 17/23 attended colposcopy.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_34972808	34972808	10.3399/bjgp.2021.0350	2022	Non-speculum sampling approaches for cervical screening in older women: randomised controlled trial.	United Kingdom	HIC	nonattenders	Older lapsed attenders last screened 6-15 years before randomization.	primary_care	mixed_or_multiarm	clinic	invitation	Y	DNA	unk	randomized_trial	784	80	20.4	N	none		Added after final 58-record adjudication; not part of the earlier broad map.	N	N	N		Added after final adjudication of high-risk false-negative records; charted from PubMed abstract-level information.	CORE	RCT among older lapsed attenders offered non-speculum clinician sampling or self-sampling and reports screening uptake at 4 and 12 months.	Final adjudication based on PubMed abstract evidence and independent review worksheet.
PMID_35078829	35078829	10.1136/ijgc-2021-003079	2022	Combining cervical cancer screening for mothers with schoolgirl vaccination during human papillomavirus (HPV) vaccine implementation in South Africa: results from the VACCS1 and VACCS2 trials.	South Africa	LMIC	rural_low_access		school_community	outreach_event_distribution	school_community	education_navigation	Y	DNA	unk	cross_sectional_trials	5137			N	none		Added after final 58-record adjudication; not part of the earlier broad map.	Y	Y	N		Added after final adjudication of high-risk false-negative records; charted from PubMed abstract-level information.	CORE	South African VACCS trials linked HPV vaccination with maternal screening and self-sampling/invitation approaches; reports vaccination and screening uptake.	Final adjudication based on PubMed abstract evidence and independent review worksheet.
PMID_35193408	35193408	10.1177/10732748221076813	2022	Empowering Low-Income Asian American Women to Conduct Human Papillomavirus Self-Sampling Test: A Community-Engaged and C	United States	HIC	other		community_outreach	outreach_event_distribution	mixed	navigation	Y	UNK	cytology	other				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Community intervention with 156 Asian American women.	A total of 156 female participants ... completion of HPV self-sampling.
PMID_35270303	35270303	10.3390/ijerph19052610	2022	Human Papillomavirus Self-Sampling for Primary Cervical Cancer Screening in Under-Screened Women in Hong Kong during the	UNK	UNK	underscreened_general		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	unk	other		321.0	1.6	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_35287163	35287163	10.1371/journal.pone.0262213	2022	Reasons for non-attendance to cervical cancer screening and acceptability of HPV self-sampling among Bruneian women: A c	UNK	UNK	other		home_mail	unk	unk	unk	Y	DNA	cytology	observational				N	none		Reported acceptability and HPV positivity; no post-positive follow-up completion.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Pilot study in Brunei with 174 participants and 55.7% uptake.	...out of which 97 (55.7%) also participated in HPV self-sampling.
PMID_35313763	35313763	10.1177/09691413221080635	2022	HPV self-sampling and follow-up over two rounds of cervical screening in Australia - the iPap trial.	Australia	HIC	never_screened		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT		1573.0	2.7	Y	completion_reported	84.0	First-round follow-up compliance was 84%; 12-month follow-up compliance was 59.3%.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_35389282	35389282	10.1177/09691413221092246	2022	Self-sampling for cervical screening offered at the point of invitation: A cross-sectional study of preferences in Engla	UNK	UNK	migrant_minority		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_35436908	35436908	10.1186/s12905-022-01702-4	2022	Uptake and correlates of cervical cancer screening among women attending a community-based multi-disease health campaign in Kenya.	Kenya	LMIC	rural_low_access		community_outreach	outreach_event_distribution	outreach_event	referral	Y	DNA	unk	cross_sectional	2016	749	35.6	N	none		Added after final 58-record adjudication; not part of the earlier broad map.	Y	N	N		Added after final adjudication of high-risk false-negative records; charted from PubMed abstract-level information.	CORE	Community outreach campaign in Kenya offered self-collected HPV testing and reports screening uptake and HPV positivity among women attending a low-resource multi-disease campaign.	Final adjudication based on PubMed abstract evidence and independent review worksheet.
PMID_35457487	35457487	10.3390/ijerph19084619	2022	Role of Self-Sampling for Cervical Cancer Screening: Diagnostic Test Properties of Three Tests for the Diagnosis of HPV 	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	unk	other		120.0		N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_35480875	35480875	10.1016/j.jmh.2022.100102	2022	What do South Asian immigrant women know about HPV, cervical cancer and its early detection: A cross-sectional Australia	Australia	HIC	migrant_minority		other	unk	unk	unk	Y	UNK	cytology	observational		82.0	55.4	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_35594924	35594924	10.1016/j.ypmed.2022.107096	2022	Operational experiences from the general implementation of HPV self-sampling to Danish screening non-attenders.	UNK	UNK	nonattenders		primary_care	clinic_pickup_return_clinic	in_person	reminders	Y	UNK	unk	program_evaluation	501.0	73.0	73.0	Y	completion_reported	92.0	HPV-positive women: 92% adhered to recommended follow-up.	N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_35692337	35692337	10.3389/fpubh.2022.840879	2022	Prevalence of Human Papillomavirus Among Chinese Han and Mongols Minority Women in Inner Mongolia, China: Reflected by S	UNK	UNK	migrant_minority		other	unk	unk	unk	Y	UNK	unk	other				N	none			Y	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Cross-sectional study (N=2043) in Inner Mongolia with positivity results.	...Reflected by Self-Collected Samples in CHIMUST. ... hr-HPV infection rates ...
PMID_35716139	35716139	10.1002/ijc.34170	2022	Human papillomavirus self-sampling with mRNA testing benefits routine screening.	UNK	UNK	other		other	unk	unk	reminders	Y	mRNA	cytology	individual_RCT	5350.0			Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_35878625	35878625	10.1016/s2214-109x(22)00271-6	2022	Point-of-care HPV DNA testing of self-collected specimens and same-day thermal ablation for the early detection and trea	Australia	HIC	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	individual_RCT		37.0		Y	completion_reported	98.8	Among 647 HPV-positive women, 602 received same-day thermal ablation and 37/42 referred women attended gynecology review.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_35959498	35959498	10.1016/j.pmedr.2022.101929	2022	Harms and benefits of cervical cancer screening among non-attenders in Switzerland: The transition towards HPV-based scr	UNK	UNK	nonattenders		other	unk	unk	unk	Y	UNK	direct_colposcopy	other				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_35968487	35968487	10.3389/fpubh.2022.962039	2022	Assessing Canadian women's preferences for cervical cancer screening: A brief report.	Canada	HIC	underscreened_general		other	unk	unk	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_35995936	35995936	10.1038/s41416-022-01954-9	2022	HPV self-sampling among long-term non-attenders to cervical cancer screening in Norway: a pragmatic randomised controlle	UNK	UNK	nonattenders		primary_care	clinic_pickup_return_clinic	in_person	reminders	Y	DNA	cytology	individual_RCT		6000.0	4.8	Y	completion_reported	92.5	Women with positive self-sample: 92.5% attended clinic triage testing.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36008554	36008554	10.1038/s41598-022-18800-w	2022	Implementation of a self-sampling HPV test for non-responders to cervical cancer screening in Japan: secondary analysis 	UNK	UNK	nonattenders		other	unk	unk	unk	Y	UNK	cytology	individual_RCT				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	RCT secondary analysis with actual sample return rates (n=1196).	Of the 7340 women in the self-sampling arm, ... 1196 (16.3%) underwent the test.
PMID_36047900	36047900	10.1128/spectrum.01631-22	2022	Clinical Performance of the RealTime High Risk HPV Assay on Self-Collected Vaginal Samples within the VALHUDES Framework	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	other	486.0			Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36141226	36141226	10.3390/healthcare10091614	2022	Evaluation of Urine and Vaginal Self-Sampling versus Clinician-Based Sampling for Cervical Cancer Screening: A Field Com	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational		120.0		N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36161116	36161116	10.1016/j.pmedr.2022.101947	2022	The impact of offering multiple cervical screening options to women whose screening was overdue in Dumfries and Galloway	UNK	UNK	other		other	unk	unk	reminders	Y	UNK	unk	observational	292.0			N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36161964	36161964	10.1111/hex.13599	2022	Human papillomavirus self-testing among unscreened and under-screened Māori, Pasifika and Asian women in Aotearoa New Ze	New Zealand	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36241145	36241145	10.1016/j.cct.2022.106960	2022	Design of a pragmatic randomized controlled trial of home-based human papillomavirus (HPV) self-sampling for increasing 	United States	HIC	other		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	unk	individual_RCT				Y	referral_only			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36316070	36316070	10.1136/bmjopen-2022-064321	2022	Performance of HPV testing, Pap smear and VIA in women attending cervical cancer screening in Kilimanjaro region, Northe	UNK	UNK	other		other	unk	unk	unk	Y	DNA	cytology	individual_RCT		222.0		Y	completion_reported	96.9	Among 229 HPV-positive women, 222 attended follow-up.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36356272	36356272	10.26635/6965.5856	2022	Feasibility and acceptability of telehealth and contactless delivery of human papillomavirus (HPV) self-testing for cerv	New Zealand	HIC	never_screened		other	unk	unk	unk	Y	UNK	direct_colposcopy	observational	197.0	61.0	1.8	Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36420004	36420004	10.3389/fpubh.2022.938272	2022	Effectiveness and feasibility of self-sampling for human papillomavirus testing for internet-based cervical cancer scree	UNK	UNK	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				N	none			Y	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Large-scale internet-based program results (N=20,136).	We recruited 20,136 women ... from 13 provinces in China...
PMID_36433760	36433760	10.1177/10732748221135441	2022	Cervical Cancer-Related Knowledge, Attitudes, Practices and Self-Screening Acceptance Among Patients, Employees, and Soc	UNK	UNK	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	observational				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36449291	36449291	10.1001/jamanetworkopen.2022.44343	2022	Effect of Patient Characteristics on Uptake of Screening Using a Mailed Human Papillomavirus Self-sampling Kit: A Second	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT	9843.0		6.3	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36451884	36451884	10.1101/2022.11.20.22282562	2022	Perceived barriers to cervical cancer screening and motivators for at-home human papillomavirus self-sampling during the	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	individual_RCT				N	none		Reported barriers/motivators survey; no post-positive follow-up completion.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Implementation pilot with actual outcomes.	...as part of a randomized controlled trial evaluating kit effectiveness.
PMID_36454891	36454891	10.1371/journal.pone.0277791	2022	Patient perspectives on cervical cancer screening interventions among underscreened women.	United States	HIC	underscreened_general		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36510192	36510192	10.1186/s12913-022-08842-1	2022	Women's acceptability of a self-collect HPV same-day screen-and-treat program in a high burden setting in the Pacific.	UNK	UNK	other	Indigenous/minority focus	primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Evaluation of a real-world field trial with 62 interviewees.	Sixty-two semi-structured interviews were conducted with women who had undergone cervical screening...
PMID_36579991	36579991	10.31557/apjcp.2022.23.12.4099	2022	Results of Self-Sampling Methodology Impression for Cervical Cancer Screening in Mongolia.	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	observational		175.0		N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_36741739	36741739	10.3389/fonc.2022.1020205	2022	Feasibility and acceptability of self-collection of Human Papillomavirus samples for primary cervical cancer screening o	UNK	UNK	underscreened_general		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	cytology	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Pilot implementation study with actual screening results.	Ultimately 99.16% (n=1,767) of women chose to self-collect samples.
PMID_31522376	31522376	10.1007/s13187-019-01608-0	2021	Acceptance of Self-Sampling Among Long-Term Cervical Screening Non-Attenders with HPV-Positive Results: Promising Opport	UNK	UNK	nonattenders		home_mail	unk	unk	unk	Y	UNK	cytology	observational		479.0		Y	referral_only		Study describes HPV-positive non-attenders who attended examination but not a completion denominator for all positives.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32703059	32703059	10.1177/0969141320941056	2021	Evaluation of human papillomavirus self-collection offered by community health workers at home visits among under-screen	UNK	UNK	underscreened_general		home_mail	unk	unk	unk	Y	UNK	cytology	program_evaluation	377.0			N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32875552	32875552	10.1002/ijc.33278	2021	Population-based human papillomavirus infection and genotype distribution among women in rural areas of South Central Et	Netherlands	HIC	other		other	unk	unk	unk	Y	UNK	cytology	other				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Population-based epidemiology study with 1020 screened women.	A total of 893 samples were tested from 1020 screened women...
PMID_33106125	33106125	10.1080/03630242.2020.1831683	2021	Acceptability of vaginal self-sampling with high-risk human papillomavirus testing for cervical cancer screening: a Fren	France	HIC	underscreened_general		home_mail	unk	unk	unk	Y	UNK	cytology	observational		60.0	0.0	N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_33338505	33338505	10.1016/j.ypmed.2020.106358	2021	Given a choice between self-sampling at home for HPV testing and standard of care screening at the clinic, what do Afric	UNK	UNK	rural_low_access	rural under-screened	home_mail	unk	unk	unk	Y	UNK	cytology	cluster_RCT				N	none		Reported screening adherence and modality choice, not post-positive follow-up completion.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	RCT with door-to-door CHW delivery (n=335).	A total of 335 women were enrolled ... CHWs through a door-to-door approach.
PMID_33388330	33388330	10.1016/j.ypmed.2020.106400	2021	Cervical cancer screening in the United States: Challenges and potential solutions for underscreened groups.	United States	HIC	rural_low_access	rural under-screened	community_outreach	outreach_event_distribution	mixed	navigation	Y	UNK	unk	other				Y	referral_only			Y	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_33512715	33512715	10.1111/ajo.13310	2021	Australian National Cervical Screening Program renewal: Attitudes and experiences of general practitioners, and obstetri	Australia	HIC	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	observational				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_33547144	33547144	10.1158/1055-9965.epi-20-1538	2021	Will COVID-19 Be the Tipping Point for Primary HPV Self-sampling?	Australia	HIC	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	unk	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_33555038	33555038	10.1111/aogs.14117	2021	Acceptability and feasibility of self-sampling and follow-up attendance after text message delivery of human papillomavi	UNK	UNK	migrant_minority		other	unk	unk	reminders	Y	DNA	cytology	observational				Y	completion_reported	98.0	Among high-risk HPV-positive women, 82% attended after text-message reminder and an additional 16% after text plus phone reminder.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
