pmid	doi	pmcid	title	journal	year	first_author	url
33534543	10.1021/acs.analchem.0c04973	PMC8020467	Detection of 14 High-Risk Human Papillomaviruses Using Digital LAMP Assays on a Self-Digitization Chip.	Analytical chemistry	2021	Jiasi Wang	https://pubmed.ncbi.nlm.nih.gov/33534543/
33528874	10.1111/jocn.15687		Women's knowledge and attitudes towards cervical cancer prevention: A qualitative study in the Spanish context.	Journal of clinical nursing	2021	Jessica Borrull-Guardeño	https://pubmed.ncbi.nlm.nih.gov/33528874/
33517761	10.1177/1073274820985792	PMC8482714	Inequalities in Cervical Cancer Screening Uptake Between Chinese Migrant Women and Local Women: A Cross-Sectional Study.	Cancer control : journal of the Moffitt Cancer Center	2021	Hunter K Holt	https://pubmed.ncbi.nlm.nih.gov/33517761/
33498187	10.3390/ijerph18030851	PMC7863948	Examining Cervical Cancer Preventive Behaviors for Latinx Transmasculine Individuals among Medical Students.	International journal of environmental research and public health	2021	Alíxida Ramos-Pibernus	https://pubmed.ncbi.nlm.nih.gov/33498187/
33496271			[Do women in the Valencian Community accept self-sampling as a form of cervical cancer screening?].	Revista espanola de salud publica	2021	María Besó Delgado	https://pubmed.ncbi.nlm.nih.gov/33496271/
36304705	10.3389/frph.2020.561202	PMC9580706	Acceptability of Self-Sampling for Cervical Cancer Screening Among Women Living With HIV and HIV-Negative Women in Limbé, Cameroon.	Frontiers in reproductive health	2020	Amanda J Pierz	https://pubmed.ncbi.nlm.nih.gov/36304705/
33426639	10.1002/ijc.33459	PMC8048962	DNA methylation markers for cancer risk prediction of vulvar intraepithelial neoplasia.	International journal of cancer	2021	Nikki B Thuijs	https://pubmed.ncbi.nlm.nih.gov/33426639/
33411253	10.1007/s13187-020-01928-6	PMC9257902	Barriers and Facilitators to Cervical Cancer Screening in Western Kenya: a Qualitative Study.	Journal of cancer education : the official journal of the American Association for Cancer Education	2022	Konyin Adewumi	https://pubmed.ncbi.nlm.nih.gov/33411253/
33407355	10.1186/s12905-020-01158-4	PMC7789658	Human Papilloma Virus self-sampling performance in low- and middle-income countries.	BMC women's health	2021	Ashwini Kamath Mulki	https://pubmed.ncbi.nlm.nih.gov/33407355/
33404089	10.1002/ijgo.13579		Feasibility and acceptability of human papillomavirus self-sampling in a semi-urban area in northern Tanzania.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2021	Michael J Mahande	https://pubmed.ncbi.nlm.nih.gov/33404089/
33388330	10.1016/j.ypmed.2020.106400		Cervical cancer screening in the United States: Challenges and potential solutions for underscreened groups.	Preventive medicine	2021	Lindsay N Fuzzell	https://pubmed.ncbi.nlm.nih.gov/33388330/
33371824	10.1080/16549716.2020.1852780	PMC7782163	Tanzanian women´s knowledge about Cervical Cancer and HPV and their prevalence of positive VIA cervical screening results. Data from a Prevention and Awareness Campaign in Northern Tanzania, 2017 - 2019.	Global health action	2021	Antje Henke	https://pubmed.ncbi.nlm.nih.gov/33371824/
33369457	10.31557/apjcp.2020.21.12.3595	PMC8046298	Knowledge of Human Papillomavirus (HPV) and Oropharyngeal Cancer and Acceptability of the HPV Vaccine among Dental Students.	Asian Pacific journal of cancer prevention : APJCP	2020	Nada J Farsi	https://pubmed.ncbi.nlm.nih.gov/33369457/
33368281	10.1002/ijgo.13574		Self-obtained vaginal samples for HPV DNA testing to detect HPV-related cervical disease.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2021	Moon-Hong Kim	https://pubmed.ncbi.nlm.nih.gov/33368281/
33358719	10.1016/j.amepre.2020.08.032		Determinants of Human Papillomavirus Vaccine Uptake by Adult Women Attending Cervical Cancer Screening in 9 European Countries.	American journal of preventive medicine	2021	Claudia Robles	https://pubmed.ncbi.nlm.nih.gov/33358719/
33347045	10.1097/lgt.0000000000000577		Evaluation of Cobas HPV and SeqHPV Assays in the Chinese Multicenter Screening Trial.	Journal of lower genital tract disease	2021	Hui Du	https://pubmed.ncbi.nlm.nih.gov/33347045/
33338505	10.1016/j.ypmed.2020.106358		Given a choice between self-sampling at home for HPV testing and standard of care screening at the clinic, what do African American women choose? Findings from a group randomized controlled trial.	Preventive medicine	2021	Isabel C Scarinci	https://pubmed.ncbi.nlm.nih.gov/33338505/
33323451	10.1136/bmjopen-2020-044630	PMC7745520	Information needs among women taking part in primary HPV screening in England: a content analysis.	BMJ open	2020	Laura Marlow	https://pubmed.ncbi.nlm.nih.gov/33323451/
33306681	10.1371/journal.pone.0243036	PMC7732077	Community cervical cancer screening: Barriers to successful home-based HPV self-sampling in Dabat district, North Gondar, Ethiopia. A qualitative study.	PloS one	2020	Bikila Soboka Megersa	https://pubmed.ncbi.nlm.nih.gov/33306681/
33299288	10.1007/s13193-019-00910-z	PMC7714876	Current Status and Future Perspectives of Molecular Prevention Strategies for Cervical Cancers.	Indian journal of surgical oncology	2020	Arvind Krishnamurthy	https://pubmed.ncbi.nlm.nih.gov/33299288/
33292341	10.1186/s13027-020-00333-4	PMC7706049	An evaluation of solid versus liquid transport media for high-risk HPV detection and cervical cancer screening on self-collected specimens.	Infectious agents and cancer	2020	Hui Du	https://pubmed.ncbi.nlm.nih.gov/33292341/
33281930	10.3332/ecancer.2020.1138	PMC7685770	Adherence to triage among women with HPV-positive self-collection: a study in a middle-low income population in Argentina.	Ecancermedicalscience	2020	Melisa Paolino	https://pubmed.ncbi.nlm.nih.gov/33281930/
33276740	10.1186/s12879-020-05663-7	PMC7716507	Urine collection in cervical cancer screening - analytical comparison of two HPV DNA assays.	BMC infectious diseases	2020	Mette Tranberg	https://pubmed.ncbi.nlm.nih.gov/33276740/
33219163	10.1158/1055-9965.epi-20-0998		Could HPV Testing on Self-collected Samples Be Routinely Used in an Organized Cervical Screening Program? A Modeled Analysis.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2021	Megan A Smith	https://pubmed.ncbi.nlm.nih.gov/33219163/
33200671	10.1080/16549716.2020.1838240	PMC7671662	Female health-care providers' advocacy of self-sampling after participating in a workplace program for cervical cancer screening in Ghana: a mixed-methods study.	Global health action	2020	Anna-Lisa Behnke	https://pubmed.ncbi.nlm.nih.gov/33200671/
33170891	10.1371/journal.pone.0241781	PMC7654756	Acceptability of self- collection for human papillomavirus detection in the Eastern Cape, South Africa.	PloS one	2020	Ongeziwe Taku	https://pubmed.ncbi.nlm.nih.gov/33170891/
33154056	10.1136/bmjopen-2020-039636	PMC7646343	Expanding the upper age limit for cervical cancer screening: a protocol for a nationwide non-randomised intervention study.	BMJ open	2020	Mette Tranberg	https://pubmed.ncbi.nlm.nih.gov/33154056/
33128778	10.1002/ijgo.13454		Acceptability and preferences for self-collected screening for cervical cancer within health systems in rural Uganda: A mixed-methods approach.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2021	Angeli Rawat	https://pubmed.ncbi.nlm.nih.gov/33128778/
33124048	10.1002/ijgo.13455		A systematic review and meta-analysis of diagnostic accuracy of HPV tests for the screening of cervical cancer in low-resource settings.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2021	Rana Magdi	https://pubmed.ncbi.nlm.nih.gov/33124048/
33112548	10.31557/apjcp.2020.21.10.2913	PMC7798151	CyclinA1 Promoter Methylation in Self-Sampling Test.	Asian Pacific journal of cancer prevention : APJCP	2020	Shina Oranratanaphan	https://pubmed.ncbi.nlm.nih.gov/33112548/
33110442	10.1186/s13027-020-00328-1	PMC7583687	Evaluation of an isothermal amplification HPV detection assay for primary cervical cancer screening.	Infectious agents and cancer	2020	Wei Zhang	https://pubmed.ncbi.nlm.nih.gov/33110442/
33109637	10.1136/bmjopen-2019-033979	PMC7592277	Comparison of the costs of HPV testing through community health campaigns versus home-based testing in rural Western Kenya: a microcosting study.	BMJ open	2020	Easter Elizabeth Olwanda	https://pubmed.ncbi.nlm.nih.gov/33109637/
33106753	10.1186/s13027-020-00329-0	PMC7579849	A rapid, high-volume cervical screening project using self-sampling and isothermal PCR HPV testing.	Infectious agents and cancer	2020	Andrew Goldstein	https://pubmed.ncbi.nlm.nih.gov/33106753/
33106125	10.1080/03630242.2020.1831683		Acceptability of vaginal self-sampling with high-risk human papillomavirus testing for cervical cancer screening: a French questionnaire-based study.	Women & health	2021	Martina Bertucci	https://pubmed.ncbi.nlm.nih.gov/33106125/
33105451	10.1097/lgt.0000000000000575	PMC7748046	Performance of Xpert HPV on Self-collected Vaginal Samples for Cervical Cancer Screening Among Women in South Africa.	Journal of lower genital tract disease	2021	Rakiya Saidu	https://pubmed.ncbi.nlm.nih.gov/33105451/
33090114	10.2196/21093	PMC7644378	Qualitative Evidence Synthesis on Self-Collection for Human Papillomavirus-Based Cervical Screening: Protocol for Systematic Review.	JMIR research protocols	2020	Hawa Camara	https://pubmed.ncbi.nlm.nih.gov/33090114/
33087164	10.1186/s13063-020-04790-5	PMC7580009	Mailed self-sample HPV testing kits to improve cervical cancer screening in a safety net health system: protocol for a hybrid effectiveness-implementation randomized controlled trial.	Trials	2020	Jane R Montealegre	https://pubmed.ncbi.nlm.nih.gov/33087164/
33072179	10.1186/s13027-020-00325-4	PMC7556607	Designing low-cost, accurate cervical screening strategies that take into account COVID-19: a role for self-sampled HPV typing2.	Infectious agents and cancer	2020	Kayode Olusegun Ajenifuja	https://pubmed.ncbi.nlm.nih.gov/33072179/
33072178	10.1186/s13027-020-00324-5	PMC7556552	Design and feasibility of a novel program of cervical screening in Nigeria: self-sampled HPV testing paired with visual triage.	Infectious agents and cancer	2020	Kanan T Desai	https://pubmed.ncbi.nlm.nih.gov/33072178/
33028395	10.1186/s12985-020-01420-z	PMC7541248	Temporal changes in the vaginal microbiota in self-samples and its association with persistent HPV16 infection and CIN2.	Virology journal	2020	Malin Berggrund	https://pubmed.ncbi.nlm.nih.gov/33028395/
32997803	10.1002/ijc.33320	PMC7756277	Methylation markers FAM19A4 and miR124-2 as triage strategy for primary human papillomavirus screen positive women: A large European multicenter study.	International journal of cancer	2021	Jesper Bonde	https://pubmed.ncbi.nlm.nih.gov/32997803/
32971056	10.1016/s2214-109x(20)30277-1		Domestic HPV vaccine price and economic returns for cervical cancer prevention in China: a cost-effectiveness analysis.	The Lancet. Global health	2020	Zhuoru Zou	https://pubmed.ncbi.nlm.nih.gov/32971056/
32966684	10.1002/cam4.3468	PMC7666725	A public health approach to cervical cancer screening in Africa through community-based self-administered HPV testing and mobile treatment provision.	Cancer medicine	2020	Miriam Nakalembe	https://pubmed.ncbi.nlm.nih.gov/32966684/
32963299	10.1038/s41598-020-72279-x	PMC7508879	Screening participation after a false positive result in organized cervical cancer screening: a nationwide register-based cohort study.	Scientific reports	2020	Pernille Thordal Larsen	https://pubmed.ncbi.nlm.nih.gov/32963299/
32948569	10.1136/bmjopen-2020-038531	PMC7511617	Comprehensive Cervical Cancer Prevention in Tanzania (CONCEPT) study: Cohort profile.	BMJ open	2020	Bariki Mchome	https://pubmed.ncbi.nlm.nih.gov/32948569/
32943435	10.1158/1055-9965.epi-20-0674	PMC7710587	Extended HPV Genotyping to Compare HPV Type Distribution in Self- and Provider-Collected Samples for Cervical Cancer Screening.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2020	Eliane Rohner	https://pubmed.ncbi.nlm.nih.gov/32943435/
32933512	10.1186/s12889-020-09478-8	PMC7493167	Using self-collection HPV testing to increase engagement in cervical cancer screening programs in rural Guatemala: a longitudinal analysis.	BMC public health	2020	Anna Gottschlich	https://pubmed.ncbi.nlm.nih.gov/32933512/
32917643	10.1158/1940-6207.capr-20-0280		The Acceptability and Preference of Vaginal Self-sampling for Human Papillomavirus (HPV) Testing among a Multi-ethnic Asian Female Population.	Cancer prevention research (Philadelphia, Pa.)	2021	Su Pei Khoo	https://pubmed.ncbi.nlm.nih.gov/32917643/
32894896	10.1002/cam4.3399	PMC7643653	Implementation of p16/Ki67 dual stain cytology in a Danish routine screening laboratory: Importance of adequate training and experience.	Cancer medicine	2020	Anne Hammer	https://pubmed.ncbi.nlm.nih.gov/32894896/
32867315	10.3390/ijerph17176245	PMC7503998	Acceptability and Feasibility of HPV Self-Sampling as an Alternative Primary Cervical Cancer Screening in Under-Screened Population Groups: A Cross-Sectional Study.	International journal of environmental research and public health	2020	Eliza Lai-Yi Wong	https://pubmed.ncbi.nlm.nih.gov/32867315/
32817627	10.1371/journal.pone.0237745	PMC7446823	Biopsychosocial risk factors and knowledge of cervical cancer among young women: A case study from Kenya to inform HPV prevention in Sub-Saharan Africa.	PloS one	2020	Irene Ngune	https://pubmed.ncbi.nlm.nih.gov/32817627/
32800820	10.1016/j.ajog.2020.08.026		Benefit and burden in the Dutch cytology-based vs high-risk human papillomavirus-based cervical cancer screening program.	American journal of obstetrics and gynecology	2021	Diede L Loopik	https://pubmed.ncbi.nlm.nih.gov/32800820/
32796262	10.1097/lgt.0000000000000560	PMC7515469	Patient Satisfaction With Human Papillomavirus Self-Sampling in a Cohort of Ethnically Diverse and Rural Women in Yunnan Province, China.	Journal of lower genital tract disease	2020	Andrew Goldstein	https://pubmed.ncbi.nlm.nih.gov/32796262/
32783640	10.1200/go.20.00286	PMC7456322	Prevalence and Subtype Distribution of High-Risk Human Papillomavirus Among Women Presenting for Cervical Cancer Screening at Karanda Mission Hospital.	JCO global oncology	2020	Paul Thistle	https://pubmed.ncbi.nlm.nih.gov/32783640/
32783300	10.1111/1471-0528.16460	PMC8432156	Psychosexual distress following routine primary human papillomavirus testing: a longitudinal evaluation within the English Cervical Screening Programme.	BJOG : an international journal of obstetrics and gynaecology	2021	K F Bennett	https://pubmed.ncbi.nlm.nih.gov/32783300/
32764891	10.2147/ppa.s259095	PMC7367730	'I Want the Whole Package'. Elderly Patients' Preferences for Follow-Up After Abnormal Cervical Test Results: A Qualitative Study.	Patient preference and adherence	2020	Pia Kirkegaard	https://pubmed.ncbi.nlm.nih.gov/32764891/
32757997	10.1089/jwh.2019.8258		Acceptability of Self-Sampling for Human Papillomavirus-Based Cervical Cancer Screening.	Journal of women's health (2002)	2020	Kimon Chatzistamatiou	https://pubmed.ncbi.nlm.nih.gov/32757997/
32757469	10.1002/cam4.3355	PMC7541141	Implementing the 3T-approach for cervical cancer screening in Cameroon: Preliminary results on program performance.	Cancer medicine	2020	Juliette Levy	https://pubmed.ncbi.nlm.nih.gov/32757469/
32744371	10.1111/phn.12782		Self-collection of samples for HPV testing to increase participation in cervical cancer screening by immigrant women: An integrative review.	Public health nursing (Boston, Mass.)	2020	Catherine E Elmore	https://pubmed.ncbi.nlm.nih.gov/32744371/
32738484	10.1016/j.ijid.2020.07.047	PMC7390774	Performance and acceptability of self-collected human papillomavirus testing among women living with HIV.	International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases	2020	Runzhi Wang	https://pubmed.ncbi.nlm.nih.gov/32738484/
32723350	10.1186/s12905-020-01021-6	PMC7385896	Acceptability of HPV screening among HIV-infected women attending an HIV-dedicated clinic in Abidjan, Côte d'Ivoire.	BMC women's health	2020	Keitly Mensah	https://pubmed.ncbi.nlm.nih.gov/32723350/
32711530	10.1186/s12905-020-01017-2	PMC7382027	Knowledge, attitudes, and practices of cervical Cancer screening among HIV-positive and HIV-negative women participating in human papillomavirus screening in rural Zimbabwe.	BMC women's health	2020	Megan Fitzpatrick	https://pubmed.ncbi.nlm.nih.gov/32711530/
32703059	10.1177/0969141320941056		Evaluation of human papillomavirus self-collection offered by community health workers at home visits among under-screened women in Brazil.	Journal of medical screening	2021	Naitielle de Paula Pantano	https://pubmed.ncbi.nlm.nih.gov/32703059/
32697666	10.1200/go.20.00024	PMC7392761	Evaluation of a Chip-Based, Point-of-Care, Portable, Real-Time Micro PCR Analyzer for the Detection of High-Risk Human Papillomavirus in Uterine Cervix in India.	JCO global oncology	2020	Roopa Hariprasad	https://pubmed.ncbi.nlm.nih.gov/32697666/
32676125	10.1186/s13027-020-00311-w	PMC7353796	A comparison of screening tests for detection of high-grade cervical abnormalities in women living with HIV from Cameroon.	Infectious agents and cancer	2020	Philip E Castle	https://pubmed.ncbi.nlm.nih.gov/32676125/
32660432	10.1186/s12885-020-07085-9	PMC7359275	Cost-effectiveness analysis of repeated self-sampling for HPV testing in primary cervical screening: a randomized study.	BMC cancer	2020	Riina Aarnio	https://pubmed.ncbi.nlm.nih.gov/32660432/
32638362	10.1002/ijc.33189	PMC7754400	The European response to the WHO call to eliminate cervical cancer as a public health problem.	International journal of cancer	2021	Marc Arbyn	https://pubmed.ncbi.nlm.nih.gov/32638362/
32614875	10.1371/journal.pone.0235202	PMC7332065	Participation in interventions and recommended follow-up for non-attendees in cervical cancer screening -taking the women's own preferred test method into account-A Swedish randomised controlled trial.	PloS one	2020	Caroline Lilliecreutz	https://pubmed.ncbi.nlm.nih.gov/32614875/
32583223	10.1007/s10147-020-01727-5	PMC7498480	Evaluation of the concordance in HPV type between self- and physician-collected samples using a brush-based device and a PCR-based HPV DNA test in Japanese referred patients with abnormal cytology or HPV infection.	International journal of clinical oncology	2020	Toshimichi Onuma	https://pubmed.ncbi.nlm.nih.gov/32583223/
32577128	10.1186/s12919-020-00192-2	PMC7307134	Prevention and control of HPV infection and HPV-related cancers in Colombia- a meeting report.	BMC proceedings	2020	Alex Vorsters	https://pubmed.ncbi.nlm.nih.gov/32577128/
32552740	10.1186/s12885-020-07060-4	PMC7298871	Cervical cancer screening in rural Ethiopia: a cross- sectional knowledge, attitude and practice study.	BMC cancer	2020	Friederike Ruddies	https://pubmed.ncbi.nlm.nih.gov/32552740/
32542644	10.1002/ijc.33157	PMC7689747	Prevalence of high-risk human papillomavirus after HPV-vaccination in Denmark.	International journal of cancer	2020	Elsebeth Lynge	https://pubmed.ncbi.nlm.nih.gov/32542644/
32527254	10.1186/s12913-020-05399-9	PMC7291667	Fuzzy cognitive mapping with Inuit women: what needs to change to improve cervical cancer screening in Nunavik, northern Quebec?	BMC health services research	2020	Elyse Tratt	https://pubmed.ncbi.nlm.nih.gov/32527254/
32522513	10.1016/j.ajog.2020.06.006	PMC7832936	Special ambulatory gynecologic considerations in the era of coronavirus disease 2019 (COVID-19) and implications for future practice.	American journal of obstetrics and gynecology	2020	Megan A Cohen	https://pubmed.ncbi.nlm.nih.gov/32522513/
32507855	10.1038/s41416-020-0920-9	PMC7434873	Cervical screening: ESGO-EFC position paper of the European Society of Gynaecologic Oncology (ESGO) and the European Federation of Colposcopy (EFC).	British journal of cancer	2020	Maria Kyrgiou	https://pubmed.ncbi.nlm.nih.gov/32507855/
32507287	10.1016/j.ypmed.2020.106048		Cost-effectiveness evidence for HPV self-sampling could be improved by giving greater attention to vulnerable populations.	Preventive medicine	2020	Emily Humphreys	https://pubmed.ncbi.nlm.nih.gov/32507287/
32506627	10.1111/1471-0528.16352	PMC7689810	Reflex cytology for triage of high-risk human papillomavirus positive self-sampled material in cervical cancer screening: a prospective cohort study.	BJOG : an international journal of obstetrics and gynaecology	2020	D L Loopik	https://pubmed.ncbi.nlm.nih.gov/32506627/
32489266	10.3747/co.27.5089	PMC7253748	HPV sampling options for cervical cancer screening: preferences of urban-dwelling Canadians in a changing paradigm.	Current oncology (Toronto, Ont.)	2020	G D Datta	https://pubmed.ncbi.nlm.nih.gov/32489266/
32458647	10.31557/apjcp.2020.21.5.1391	PMC7541890	A Prospective Randomized Trial to Compare Safety, Acceptability and Efficacy of Thermal Ablation and Cryotherapy in a Screen and Treat Setting.	Asian Pacific journal of cancer prevention : APJCP	2020	Dipanwita Banerjee	https://pubmed.ncbi.nlm.nih.gov/32458647/
32456679	10.1186/s12885-020-06977-0	PMC7249375	Elderly women's experiences of self-sampling for HPV testing.	BMC cancer	2020	Ruth S Hermansson	https://pubmed.ncbi.nlm.nih.gov/32456679/
32438041	10.1016/j.pvr.2020.100201	PMC7271936	"Corrigendum to ""Efficacy of strategies to increase participation in cervical cancer screening: GPs offering self-sampling kits for HPV testing versus recommendations to have a pap smear taken - A randomised controlled trial"" [Papillomavirus Res. 9 (2020) 100194]."	Papillomavirus research (Amsterdam, Netherlands)	2020	E Peeters	https://pubmed.ncbi.nlm.nih.gov/32438041/
32416283	10.1016/j.pvr.2020.100198	PMC7240728	Home-based HPV self-sampling assisted by a cloud-based electronic data system: Lessons learnt from a pilot community cervical cancer screening campaign in rural Ethiopia.	Papillomavirus research (Amsterdam, Netherlands)	2020	Felix Jede	https://pubmed.ncbi.nlm.nih.gov/32416283/
32413363	10.1016/j.jinf.2020.05.006		Urinary HPV DNA testing as a tool for cervical cancer screening in women who are reluctant to have a Pap smear in France.	The Journal of infection	2020	Caroline Lefeuvre	https://pubmed.ncbi.nlm.nih.gov/32413363/
32411484	10.1155/2020/8343169	PMC7204098	Self-Collected Specimens Revealed a Higher Vaccine- and Non-Vaccine-Type Human Papillomavirus Prevalences in a Cross-Sectional Study in Akuse.	Advances in preventive medicine	2020	Adolf K Awua	https://pubmed.ncbi.nlm.nih.gov/32411484/
32407149	10.1089/lgbt.2019.0202	PMC7301324	Cervical Cancer Screening with Human Papillomavirus Self-Sampling Among Transgender Men in El Salvador.	LGBT health	2020	Mauricio Maza	https://pubmed.ncbi.nlm.nih.gov/32407149/
32393243	10.1186/s12913-020-05214-5	PMC7212679	Uptake and acceptability of human papillomavirus self-sampling in rural and remote aboriginal communities: evaluation of a nurse-led community engagement model.	BMC health services research	2020	Tegan Dutton	https://pubmed.ncbi.nlm.nih.gov/32393243/
32379782	10.1371/journal.pone.0232107	PMC7205204	The effectiveness of HPV viral load, reflected by Cobas 4800 HPV-Ct values for the triage of HPV-positive women in primary cervical cancer screening: Direct endocervical samples.	PloS one	2020	Lyufang Duan	https://pubmed.ncbi.nlm.nih.gov/32379782/
32371553	10.1158/1940-6207.capr-19-0485		Reasons for Not Attending Cervical Cancer Screening and Associated Factors in Rural Ethiopia.	Cancer prevention research (Philadelphia, Pa.)	2020	Muluken Gizaw	https://pubmed.ncbi.nlm.nih.gov/32371553/
32361328	10.1016/j.jcv.2020.104375		Analytical performance of HPV assays on vaginal self-collected vs practitioner-collected cervical samples: the SCoPE study.	Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology	2020	M Saville	https://pubmed.ncbi.nlm.nih.gov/32361328/
32349789	10.1186/s13063-020-4213-7	PMC7191705	Increasing uptake of evidence-based screening services though a community health worker-delivered multimodality program: study protocol for a randomized pragmatic trial.	Trials	2020	Olveen Carrasquillo	https://pubmed.ncbi.nlm.nih.gov/32349789/
32344565	10.3390/cancers12041053	PMC7226191	Self-Collection for Cervical Screening Programs: From Research to Reality.	Cancers	2020	David Hawkes	https://pubmed.ncbi.nlm.nih.gov/32344565/
32343627	10.1200/go.20.00061	PMC7193819	Feasibility, Acceptability, and Efficacy of a Community Health Worker-Driven Approach to Screen Hard-to-Reach Periurban Women Using Self-Sampled HPV Detection Test in India.	JCO global oncology	2020	Usha Rani Poli	https://pubmed.ncbi.nlm.nih.gov/32343627/
32322684	10.1089/trgh.2019.0019	PMC7173695	Improved Rates of Cervical Cancer Screening Among Transmasculine Patients Through Self-Collected Swabs for High-Risk Human Papillomavirus DNA Testing.	Transgender health	2020	Zil Goldstein	https://pubmed.ncbi.nlm.nih.gov/32322684/
32321395	10.2174/1381612826666200422094205		Human Papillomavirus Selected Properties and Related Cervical Cancer Prevention Issues.	Current pharmaceutical design	2020	Saule Balmagambetova	https://pubmed.ncbi.nlm.nih.gov/32321395/
32320451	10.1371/journal.pone.0232105	PMC7176116	Detection of HPV E6 oncoprotein from urine via a novel immunochromatographic assay.	PloS one	2020	Cristina Mendes de Oliveira	https://pubmed.ncbi.nlm.nih.gov/32320451/
32295562	10.1186/s12889-020-08601-z	PMC7161152	HPV-based cervical cancer screening in Nicaragua: from testing to treatment.	BMC public health	2020	Francesca Holme	https://pubmed.ncbi.nlm.nih.gov/32295562/
32295116	10.3390/vaccines8020181	PMC7349839	Eliminating Cervical Cancer in Mali and Senegal, Two Sub-Saharan Countries: Insights and Optimizing Solutions.	Vaccines	2020	Azizul Haque	https://pubmed.ncbi.nlm.nih.gov/32295116/
32280123	10.1353/cpr.2020.0008		Implementing Two Randomized Pragmatic Trials of HPV Self-sampling among Underserved Women: Challenges and Lessons Learned.	Progress in community health partnerships : research, education, and action	2020	Julia Seay	https://pubmed.ncbi.nlm.nih.gov/32280123/
32247010	10.1016/j.ypmed.2020.106076	PMC7218710	Introduction of HPV testing for cervical cancer screening in Central America: The Scale-Up project.	Preventive medicine	2020	Francesca Holme	https://pubmed.ncbi.nlm.nih.gov/32247010/
32234744	10.1136/bmjopen-2019-035153	PMC7170644	Assessing the feasibility of a rapid, high-volume cervical cancer screening programme using HPV self-sampling and digital colposcopy in rural regions of Yunnan, China.	BMJ open	2020	Andrew Goldstein	https://pubmed.ncbi.nlm.nih.gov/32234744/
32234028	10.1186/s12905-020-00917-7	PMC7110708	"""The best thing is that you are doing it for yourself"" - perspectives on acceptability and feasibility of HPV self-sampling among cervical cancer screening clients in Tanzania: a qualitative pilot study."	BMC women's health	2020	Aleksandra Bakiewicz	https://pubmed.ncbi.nlm.nih.gov/32234028/
32212991	10.1089/jwh.2019.8132	PMC7371548	Racial and Ethnic Differences in Acceptability of Urine and Cervico-Vaginal Sample Self-Collection for HPV-Based Cervical Cancer Screening.	Journal of women's health (2002)	2020	Eliane Rohner	https://pubmed.ncbi.nlm.nih.gov/32212991/
32192493	10.1186/s12905-020-00921-x	PMC7082901	A conjoint analysis study on self-sampling for human papillomavirus (HPV) testing characteristics among black women in Indiana.	BMC women's health	2020	Erika Biederman	https://pubmed.ncbi.nlm.nih.gov/32192493/
32182634	10.1111/hsc.12974		Awareness of HPV and drivers of HPV vaccine uptake among university students: A quantitative, cross-sectional study.	Health & social care in the community	2020	Silvia Cocchio	https://pubmed.ncbi.nlm.nih.gov/32182634/
32179181	10.1016/j.pvr.2020.100194	PMC7090330	Efficacy of strategies to increase participation in cervical cancer screening: GPs offering self-sampling kits for HPV testing versus recommendations to have a pap smear taken - A randomised controlled trial.	Papillomavirus research (Amsterdam, Netherlands)	2020	E Peeters	https://pubmed.ncbi.nlm.nih.gov/32179181/
32168286	10.1097/olq.0000000000001119	PMC9808893	For Human Papillomavirus Self-Sampling, Stated Willingness Does Not Correspond With Subsequent Uptake by Rural Malawian Women.	Sexually transmitted diseases	2020	Robert B Hood	https://pubmed.ncbi.nlm.nih.gov/32168286/
32168174	10.1097/olq.0000000000001167	PMC7837412	High-risk Human Papillomavirus Messenger RNA Testing in Wet and Dry Self-collected Specimens for High-grade Cervical Lesion Detection in Mombasa, Kenya.	Sexually transmitted diseases	2020	Jessica Yasmine Islam	https://pubmed.ncbi.nlm.nih.gov/32168174/
32156766	10.1136/bmjopen-2019-034483	PMC7064076	Knowledge and perspectives of the new National Cervical Screening Program: a qualitative interview study of North Queensland women-'I could be that one percent'.	BMJ open	2020	Archana Nagendiram	https://pubmed.ncbi.nlm.nih.gov/32156766/
32132051	10.21873/anticanres.14096		Detection of HPV mRNA in Self-collected Vaginal Samples Among Urban Ethiopian Women.	Anticancer research	2020	Selamawit Mekuria	https://pubmed.ncbi.nlm.nih.gov/32132051/
32106841	10.1186/s12885-020-6671-4	PMC7047358	Correction to: Comparison of two invitation-based methods for human papillomavirus (HPV) self-sampling with usual care among un- and under-screened Māori, Pacific and Asian women: study protocol for a randomised controlled community trial to examine the effect of self-sampling on participation in cervical-cancer screening.	BMC cancer	2020	Naomi Brewer	https://pubmed.ncbi.nlm.nih.gov/32106841/
