pmid	doi	pmcid	title	journal	year	first_author	url
34694179	10.1177/09691413211052499		Human papillomavirus self-sampling for long-term non-attenders in cervical cancer screening: A randomised feasibility study in Estonia.	Journal of medical screening	2022	Piret Veerus	https://pubmed.ncbi.nlm.nih.gov/34694179/
34682565	10.3390/ijerph182010820	PMC8535372	Feasibility of Utilizing Social Media to Promote HPV Self-Collected Sampling among Medically Underserved Women in a Rural Southern City in the United States (U.S.).	International journal of environmental research and public health	2021	Matthew Asare	https://pubmed.ncbi.nlm.nih.gov/34682565/
34639352	10.3390/ijerph181910050	PMC8507781	Human Papillomavirus (HPV) Self-Sampling among Never-and Under-Screened Indigenous Māori, Pacific and Asian Women in Aotearoa New Zealand: A Feasibility Study.	International journal of environmental research and public health	2021	Collette Bromhead	https://pubmed.ncbi.nlm.nih.gov/34639352/
34590066	10.1016/j.lanwpc.2021.100265	PMC8427317	Acceptability of human papillomavirus (HPV) self-sampling among never- and under-screened Indigenous and other minority women: a randomised three-arm community trial in Aotearoa New Zealand.	The Lancet regional health. Western Pacific	2021	Naomi Brewer	https://pubmed.ncbi.nlm.nih.gov/34590066/
34535615	10.1097/olq.0000000000001557	PMC8821116	Prevalence of High-Risk Human Papillomavirus by RNA Assay in Home Self-Collected Samples Among Underscreened People in North Carolina.	Sexually transmitted diseases	2022	Fan Lee	https://pubmed.ncbi.nlm.nih.gov/34535615/
34501703	10.3390/ijerph18179114	PMC8430523	Understanding the Acceptability and Uptake of HPV Self-Sampling Amongst Women Under- or Never-Screened for Cervical Cancer in Toronto (Ontario, Canada): An Intervention Study Protocol.	International journal of environmental research and public health	2021	Aisha Lofters	https://pubmed.ncbi.nlm.nih.gov/34501703/
34496052	10.1002/ijgo.13915	PMC9293094	Highlighting strengths and resources that increase ownership of cervical cancer screening for Indigenous communities in Northern British Columbia: Community-driven approaches.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2021	Alexanne Dick	https://pubmed.ncbi.nlm.nih.gov/34496052/
34462004	10.1186/s13690-021-00667-4	PMC8403820	Cervical cancer screening using HPV tests on self-samples: attitudes and preferences of women participating in the VALHUDES study.	Archives of public health = Archives belges de sante publique	2021	Hélène De Pauw	https://pubmed.ncbi.nlm.nih.gov/34462004/
34430190	10.1016/j.pmedr.2021.101507	PMC8365507	Young Danish HPV vaccinated women's knowledge, barriers and facilitators towards cervical cancer screening: A qualitative study.	Preventive medicine reports	2021	Julie Hedegaard Mortensen	https://pubmed.ncbi.nlm.nih.gov/34430190/
34382217	10.1002/ijgo.13873		He Tapu Te Whare Tangata (sacred house of humanity): Under-screened Māori women talk about HPV self-testing cervical screening clinical pathways.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2021	Anna Adcock	https://pubmed.ncbi.nlm.nih.gov/34382217/
34373426	10.11236/jph.21-025		[A feasibility study on cervical screening in non-attenders invited to undergo HPV self-sampling with cytology triage versus repeat invitation for cytology screening in Hokkaido].	[Nihon koshu eisei zasshi] Japanese journal of public health	2021	Shinobu Taniguchi	https://pubmed.ncbi.nlm.nih.gov/34373426/
34210517	10.1016/j.ygyno.2021.06.020		Comparison of different strategies for the triage to colposcopy of women tested high-risk HPV positive on self-collected cervicovaginal samples.	Gynecologic oncology	2021	Kimon Chatzistamatiou	https://pubmed.ncbi.nlm.nih.gov/34210517/
34191754	10.1097/cej.0000000000000701	PMC8974187	Updated evidence-based recommendations for cervical cancer screening in France.	European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP)	2022	Françoise F Hamers	https://pubmed.ncbi.nlm.nih.gov/34191754/
34145591	10.5694/mja2.51137		Self-collection cervical screening in the renewed National Cervical Screening Program: a qualitative study.	The Medical journal of Australia	2021	Nicola S Creagh	https://pubmed.ncbi.nlm.nih.gov/34145591/
34140340	10.1136/bmjopen-2020-043637	PMC8212185	Barriers to cervical cancer prevention in rural Cameroon: a qualitative study on healthcare providers' perspective.	BMJ open	2021	Amandine Noemie Roux	https://pubmed.ncbi.nlm.nih.gov/34140340/
34077132	10.29063/ajrh2020/v24i3.11		Cervical cancer risk factors and screening preferences among Muslim women in Monrovia, Liberia.	African journal of reproductive health	2020	Omara Afzal	https://pubmed.ncbi.nlm.nih.gov/34077132/
34032158	10.1177/17455065211017070	PMC8155746	Cervical pap smears and pandemics: The effect of COVID-19 on screening uptake & opportunities to improve.	Women's health (London, England)	2021	Hannah Masson	https://pubmed.ncbi.nlm.nih.gov/34032158/
34031326			Self-sampling in Human Papillomavirus screening during and post-COVID-19 pandemic.	The Medical journal of Malaysia	2021	C S Tan	https://pubmed.ncbi.nlm.nih.gov/34031326/
33985644	10.1071/py20209		Incorporation of human papillomavirus self-sampling into the revised National Cervical Screening Program: a qualitative study of GP experiences and attitudes in rural New South Wales.	Australian journal of primary health	2021	Yun Megan Foo	https://pubmed.ncbi.nlm.nih.gov/33985644/
33882885	10.1186/s12885-021-08109-8	PMC8061221	Women's experiences in a community-based screen-and-treat cervical cancer prevention program in rural Malawi: a qualitative study.	BMC cancer	2021	Fan Lee	https://pubmed.ncbi.nlm.nih.gov/33882885/
33879259	10.1186/s40814-021-00839-7	PMC8056631	Prevention of cervical cancer through two HPV-based screen-and-treat implementation models in Malawi: protocol for a cluster randomized feasibility trial.	Pilot and feasibility studies	2021	Jennifer H Tang	https://pubmed.ncbi.nlm.nih.gov/33879259/
33857013	10.1158/1055-9965.epi-20-1628		Cervical Cancer Screening-Past, Present, and Future.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2021	Nicolas Wentzensen	https://pubmed.ncbi.nlm.nih.gov/33857013/
33846517	10.1038/s41598-021-87329-1	PMC8042010	Triage of human papillomavirus infected women by methylation analysis in first-void urine.	Scientific reports	2021	Severien Van Keer	https://pubmed.ncbi.nlm.nih.gov/33846517/
33773563	10.31557/apjcp.2021.22.3.971	PMC8286674	Acceptability and Concordance of Self- Versus Clinician- Sampling for HPV Testing among Rural South Indian Women.	Asian Pacific journal of cancer prevention : APJCP	2021	Purnima Madhivanan	https://pubmed.ncbi.nlm.nih.gov/33773563/
33773559	10.31557/apjcp.2021.22.3.927	PMC8286676	Cancer Screening Literacy among Vietnamese Population: Does Annual Checkup Improve Cancer Screening Literacy?	Asian Pacific journal of cancer prevention : APJCP	2021	Sangchul Yoon	https://pubmed.ncbi.nlm.nih.gov/33773559/
33771846	10.1158/1055-9965.epi-20-1673		Cost-Effectiveness of Offering Cervical Cancer Screening with HPV Self-Sampling among African-American Women in the Mississippi Delta.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2021	Nicole G Campos	https://pubmed.ncbi.nlm.nih.gov/33771846/
33764704	10.2478/raon-2021-0001	PMC8042828	Long term results of follow-up after HPV self-sampling with devices Qvintip and HerSwab in women non-attending cervical screening programme.	Radiology and oncology	2021	Teodora Bokan	https://pubmed.ncbi.nlm.nih.gov/33764704/
33757512	10.1186/s12905-021-01264-x	PMC7989022	Barriers and facilitators for cervical cancer screening among adolescents and young people: a systematic review.	BMC women's health	2021	Abirami Kirubarajan	https://pubmed.ncbi.nlm.nih.gov/33757512/
33660168	10.1007/s10552-021-01406-4	6329676	Acceptability of a multicomponent, community-based, HPV self-test intervention among Jamaican women.	Cancer causes & control : CCC	2021	Soroya Julian McFarlane	https://pubmed.ncbi.nlm.nih.gov/33660168/
33555038	10.1111/aogs.14117		Acceptability and feasibility of self-sampling and follow-up attendance after text message delivery of human papillomavirus results: A cross-sectional study nested in a cohort in rural Tanzania.	Acta obstetricia et gynecologica Scandinavica	2021	Alex Mremi	https://pubmed.ncbi.nlm.nih.gov/33555038/
33547144	10.1158/1055-9965.epi-20-1538		Will COVID-19 Be the Tipping Point for Primary HPV Self-sampling?	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2021	Anita W W Lim	https://pubmed.ncbi.nlm.nih.gov/33547144/
33512715	10.1111/ajo.13310		Australian National Cervical Screening Program renewal: Attitudes and experiences of general practitioners, and obstetricians and gynaecologists.	The Australian & New Zealand journal of obstetrics & gynaecology	2021	Helena M Obermair	https://pubmed.ncbi.nlm.nih.gov/33512715/
33404089	10.1002/ijgo.13579		Feasibility and acceptability of human papillomavirus self-sampling in a semi-urban area in northern Tanzania.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2021	Michael J Mahande	https://pubmed.ncbi.nlm.nih.gov/33404089/
33388330	10.1016/j.ypmed.2020.106400		Cervical cancer screening in the United States: Challenges and potential solutions for underscreened groups.	Preventive medicine	2021	Lindsay N Fuzzell	https://pubmed.ncbi.nlm.nih.gov/33388330/
33338505	10.1016/j.ypmed.2020.106358		Given a choice between self-sampling at home for HPV testing and standard of care screening at the clinic, what do African American women choose? Findings from a group randomized controlled trial.	Preventive medicine	2021	Isabel C Scarinci	https://pubmed.ncbi.nlm.nih.gov/33338505/
33219163	10.1158/1055-9965.epi-20-0998		Could HPV Testing on Self-collected Samples Be Routinely Used in an Organized Cervical Screening Program? A Modeled Analysis.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2021	Megan A Smith	https://pubmed.ncbi.nlm.nih.gov/33219163/
33200671	10.1080/16549716.2020.1838240	PMC7671662	Female health-care providers' advocacy of self-sampling after participating in a workplace program for cervical cancer screening in Ghana: a mixed-methods study.	Global health action	2020	Anna-Lisa Behnke	https://pubmed.ncbi.nlm.nih.gov/33200671/
33170891	10.1371/journal.pone.0241781	PMC7654756	Acceptability of self- collection for human papillomavirus detection in the Eastern Cape, South Africa.	PloS one	2020	Ongeziwe Taku	https://pubmed.ncbi.nlm.nih.gov/33170891/
33128778	10.1002/ijgo.13454		Acceptability and preferences for self-collected screening for cervical cancer within health systems in rural Uganda: A mixed-methods approach.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2021	Angeli Rawat	https://pubmed.ncbi.nlm.nih.gov/33128778/
33109637	10.1136/bmjopen-2019-033979	PMC7592277	Comparison of the costs of HPV testing through community health campaigns versus home-based testing in rural Western Kenya: a microcosting study.	BMJ open	2020	Easter Elizabeth Olwanda	https://pubmed.ncbi.nlm.nih.gov/33109637/
33106125	10.1080/03630242.2020.1831683		Acceptability of vaginal self-sampling with high-risk human papillomavirus testing for cervical cancer screening: a French questionnaire-based study.	Women & health	2021	Martina Bertucci	https://pubmed.ncbi.nlm.nih.gov/33106125/
32966684	10.1002/cam4.3468	PMC7666725	A public health approach to cervical cancer screening in Africa through community-based self-administered HPV testing and mobile treatment provision.	Cancer medicine	2020	Miriam Nakalembe	https://pubmed.ncbi.nlm.nih.gov/32966684/
32933512	10.1186/s12889-020-09478-8	PMC7493167	Using self-collection HPV testing to increase engagement in cervical cancer screening programs in rural Guatemala: a longitudinal analysis.	BMC public health	2020	Anna Gottschlich	https://pubmed.ncbi.nlm.nih.gov/32933512/
32875552	10.1002/ijc.33278		Population-based human papillomavirus infection and genotype distribution among women in rural areas of South Central Ethiopia.	International journal of cancer	2021	Brhanu Teka	https://pubmed.ncbi.nlm.nih.gov/32875552/
32867315	10.3390/ijerph17176245	PMC7503998	Acceptability and Feasibility of HPV Self-Sampling as an Alternative Primary Cervical Cancer Screening in Under-Screened Population Groups: A Cross-Sectional Study.	International journal of environmental research and public health	2020	Eliza Lai-Yi Wong	https://pubmed.ncbi.nlm.nih.gov/32867315/
32796262	10.1097/lgt.0000000000000560	PMC7515469	Patient Satisfaction With Human Papillomavirus Self-Sampling in a Cohort of Ethnically Diverse and Rural Women in Yunnan Province, China.	Journal of lower genital tract disease	2020	Andrew Goldstein	https://pubmed.ncbi.nlm.nih.gov/32796262/
32783640	10.1200/go.20.00286	PMC7456322	Prevalence and Subtype Distribution of High-Risk Human Papillomavirus Among Women Presenting for Cervical Cancer Screening at Karanda Mission Hospital.	JCO global oncology	2020	Paul Thistle	https://pubmed.ncbi.nlm.nih.gov/32783640/
32757997	10.1089/jwh.2019.8258		Acceptability of Self-Sampling for Human Papillomavirus-Based Cervical Cancer Screening.	Journal of women's health (2002)	2020	Kimon Chatzistamatiou	https://pubmed.ncbi.nlm.nih.gov/32757997/
32711530	10.1186/s12905-020-01017-2	PMC7382027	Knowledge, attitudes, and practices of cervical Cancer screening among HIV-positive and HIV-negative women participating in human papillomavirus screening in rural Zimbabwe.	BMC women's health	2020	Megan Fitzpatrick	https://pubmed.ncbi.nlm.nih.gov/32711530/
32703059	10.1177/0969141320941056		Evaluation of human papillomavirus self-collection offered by community health workers at home visits among under-screened women in Brazil.	Journal of medical screening	2021	Naitielle de Paula Pantano	https://pubmed.ncbi.nlm.nih.gov/32703059/
32638362	10.1002/ijc.33189	PMC7754400	The European response to the WHO call to eliminate cervical cancer as a public health problem.	International journal of cancer	2021	Marc Arbyn	https://pubmed.ncbi.nlm.nih.gov/32638362/
32507855	10.1038/s41416-020-0920-9	PMC7434873	Cervical screening: ESGO-EFC position paper of the European Society of Gynaecologic Oncology (ESGO) and the European Federation of Colposcopy (EFC).	British journal of cancer	2020	Maria Kyrgiou	https://pubmed.ncbi.nlm.nih.gov/32507855/
32489266	10.3747/co.27.5089	PMC7253748	HPV sampling options for cervical cancer screening: preferences of urban-dwelling Canadians in a changing paradigm.	Current oncology (Toronto, Ont.)	2020	G D Datta	https://pubmed.ncbi.nlm.nih.gov/32489266/
32416283	10.1016/j.pvr.2020.100198	PMC7240728	Home-based HPV self-sampling assisted by a cloud-based electronic data system: Lessons learnt from a pilot community cervical cancer screening campaign in rural Ethiopia.	Papillomavirus research (Amsterdam, Netherlands)	2020	Felix Jede	https://pubmed.ncbi.nlm.nih.gov/32416283/
32393243	10.1186/s12913-020-05214-5	PMC7212679	Uptake and acceptability of human papillomavirus self-sampling in rural and remote aboriginal communities: evaluation of a nurse-led community engagement model.	BMC health services research	2020	Tegan Dutton	https://pubmed.ncbi.nlm.nih.gov/32393243/
32371553	10.1158/1940-6207.capr-19-0485		Reasons for Not Attending Cervical Cancer Screening and Associated Factors in Rural Ethiopia.	Cancer prevention research (Philadelphia, Pa.)	2020	Muluken Gizaw	https://pubmed.ncbi.nlm.nih.gov/32371553/
32361328	10.1016/j.jcv.2020.104375		Analytical performance of HPV assays on vaginal self-collected vs practitioner-collected cervical samples: the SCoPE study.	Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology	2020	M Saville	https://pubmed.ncbi.nlm.nih.gov/32361328/
32349789	10.1186/s13063-020-4213-7	PMC7191705	Increasing uptake of evidence-based screening services though a community health worker-delivered multimodality program: study protocol for a randomized pragmatic trial.	Trials	2020	Olveen Carrasquillo	https://pubmed.ncbi.nlm.nih.gov/32349789/
32343627	10.1200/go.20.00061	PMC7193819	Feasibility, Acceptability, and Efficacy of a Community Health Worker-Driven Approach to Screen Hard-to-Reach Periurban Women Using Self-Sampled HPV Detection Test in India.	JCO global oncology	2020	Usha Rani Poli	https://pubmed.ncbi.nlm.nih.gov/32343627/
32328203	10.7150/jca.41472	PMC7171492	Diagnostic Yield and Performance of a Large Population-Based Cervical Cancer Screening Program in High-Risk Rural China.	Journal of Cancer	2020	Zhilian Wang	https://pubmed.ncbi.nlm.nih.gov/32328203/
32322684	10.1089/trgh.2019.0019	PMC7173695	Improved Rates of Cervical Cancer Screening Among Transmasculine Patients Through Self-Collected Swabs for High-Risk Human Papillomavirus DNA Testing.	Transgender health	2020	Zil Goldstein	https://pubmed.ncbi.nlm.nih.gov/32322684/
32234744	10.1136/bmjopen-2019-035153	PMC7170644	Assessing the feasibility of a rapid, high-volume cervical cancer screening programme using HPV self-sampling and digital colposcopy in rural regions of Yunnan, China.	BMJ open	2020	Andrew Goldstein	https://pubmed.ncbi.nlm.nih.gov/32234744/
32192493	10.1186/s12905-020-00921-x	PMC7082901	A conjoint analysis study on self-sampling for human papillomavirus (HPV) testing characteristics among black women in Indiana.	BMC women's health	2020	Erika Biederman	https://pubmed.ncbi.nlm.nih.gov/32192493/
32168286	10.1097/olq.0000000000001119	PMC9808893	For Human Papillomavirus Self-Sampling, Stated Willingness Does Not Correspond With Subsequent Uptake by Rural Malawian Women.	Sexually transmitted diseases	2020	Robert B Hood	https://pubmed.ncbi.nlm.nih.gov/32168286/
32106841	10.1186/s12885-020-6671-4	PMC7047358	Correction to: Comparison of two invitation-based methods for human papillomavirus (HPV) self-sampling with usual care among un- and under-screened Māori, Pacific and Asian women: study protocol for a randomised controlled community trial to examine the effect of self-sampling on participation in cervical-cancer screening.	BMC cancer	2020	Naomi Brewer	https://pubmed.ncbi.nlm.nih.gov/32106841/
32037883	10.1080/10410236.2020.1723047		Evaluating Culturally-targeted Fear Appeal Messages for HPV Self-Sampling among Jamaican Women: A Qualitative Formative Research Study.	Health communication	2021	Soroya Julian McFarlane	https://pubmed.ncbi.nlm.nih.gov/32037883/
32032940	10.2196/14652	PMC7084289	Developing SMS Content to Promote Papanicolaou Triage Among Women Who Performed HPV Self-collection Test: Qualitative Study.	JMIR formative research	2020	Victoria Sanchez Antelo	https://pubmed.ncbi.nlm.nih.gov/32032940/
31995585	10.1371/journal.pone.0228042	PMC6988932	Implementation of Australia's renewed cervical screening program: Preparedness of general practitioners and nurses.	PloS one	2020	Farhana Sultana	https://pubmed.ncbi.nlm.nih.gov/31995585/
31970767	10.1002/ijc.32881		Comparative performance evaluation of different HPV tests and triaging strategies using self-samples and feasibility assessment of thermal ablation in 'colposcopy and treat' approach: A population-based study in rural China.	International journal of cancer	2020	Xue-Lian Zhao	https://pubmed.ncbi.nlm.nih.gov/31970767/
31911163	10.1016/j.ypmed.2019.105953	PMC7219564	Cost-effectiveness studies of HPV self-sampling: A systematic review.	Preventive medicine	2020	Colin Malone	https://pubmed.ncbi.nlm.nih.gov/31911163/
31881928	10.1186/s13063-019-3959-2	PMC6935089	Impact of human papillomavirus (HPV) self-collection on subsequent cervical cancer screening completion among under-screened US women: MyBodyMyTest-3 protocol for a randomized controlled trial.	Trials	2019	Lisa P Spees	https://pubmed.ncbi.nlm.nih.gov/31881928/
31874564	10.1177/1524839919893309		Outcomes of a Multicomponent Culturally Tailored Cervical Cancer Screening Intervention Among Underserved Hispanic Women (De Casa en Casa).	Health promotion practice	2021	Navkiran K Shokar	https://pubmed.ncbi.nlm.nih.gov/31874564/
31849036	10.1002/ijgo.13090	PMC9261489	HPV-based cervical cancer screening in low-resource settings: Maximizing the efficiency of community-based strategies in rural Kenya.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2020	Megan J Huchko	https://pubmed.ncbi.nlm.nih.gov/31849036/
31828485	10.1007/s10903-019-00954-x		HPV Self-sampling in Indigenous Communities: A Scoping Review.	Journal of immigrant and minority health	2020	Claire Styffe	https://pubmed.ncbi.nlm.nih.gov/31828485/
31815615	10.1186/s12885-019-6401-y	PMC6902319	Comparison of two invitation-based methods for human papillomavirus (HPV) self-sampling with usual care among un- and under-screened Māori, Pacific and Asian women: study protocol for a randomised controlled community trial to examine the effect of self-sampling on participation in cervical-cancer screening.	BMC cancer	2019	Naomi Brewer	https://pubmed.ncbi.nlm.nih.gov/31815615/
31814770	10.2147/clep.s203023	PMC6853196	Non-Adherence To Childhood HPV Vaccination Is Associated With Non-Participation In Cervical Cancer Screening - A Nationwide Danish Register-Based Cohort Study.	Clinical epidemiology	2019	Sara Badre-Esfahani	https://pubmed.ncbi.nlm.nih.gov/31814770/
31765712	10.1016/j.ypmed.2019.105931		The cost-effectiveness of human papillomavirus self-collection among cervical cancer screening non-attenders in El Salvador.	Preventive medicine	2020	Nicole G Campos	https://pubmed.ncbi.nlm.nih.gov/31765712/
31744374	10.1177/0969141319885994	PMC7237324	Reactions of women underscreened for cervical cancer who received unsolicited human papillomavirus self-sampling kits.	Journal of medical screening	2020	Colin Malone	https://pubmed.ncbi.nlm.nih.gov/31744374/
31693128	10.1001/jamanetworkopen.2019.14729	PMC6865279	Effect of Mailed Human Papillomavirus Test Kits vs Usual Care Reminders on Cervical Cancer Screening Uptake, Precancer Detection, and Treatment: A Randomized Clinical Trial.	JAMA network open	2019	Rachel L Winer	https://pubmed.ncbi.nlm.nih.gov/31693128/
31662358	10.1136/bmjopen-2019-029158	PMC6830827	HPV self-sampling acceptability in rural and indigenous communities in Guatemala: a cross-sectional study.	BMJ open	2019	Audrey R Murchland	https://pubmed.ncbi.nlm.nih.gov/31662358/
31633801	10.1002/ijc.32746		"Feasibility of a community-based cervical cancer screening with ""test and treat"" strategy using self-sample for an HPV test: Experience from rural Cameroon, Africa."	International journal of cancer	2020	Joel Fokom Domgue	https://pubmed.ncbi.nlm.nih.gov/31633801/
31558129	10.1177/0956462419868618	PMC7179768	Performance of vaginal self-sampling for human papillomavirus testing among women living with HIV in Botswana.	International journal of STD & AIDS	2019	Tamara Elliott	https://pubmed.ncbi.nlm.nih.gov/31558129/
31539646	10.1016/j.pvr.2019.100186	PMC6804508	Diversity of human papillomavirus typing among women population living in rural and remote areas of Brazilian territory.	Papillomavirus research (Amsterdam, Netherlands)	2019	Adriana Tarlá Lorenzi	https://pubmed.ncbi.nlm.nih.gov/31539646/
31532298	10.1089/jwh.2018.7575		Acceptability and Feasibility of Community-Based, Lay Navigator-Facilitated At-Home Self-Collection for Human Papillomavirus Testing in Underscreened Women.	Journal of women's health (2002)	2020	Emma McKim Mitchell	https://pubmed.ncbi.nlm.nih.gov/31532298/
31522376	10.1007/s13187-019-01608-0	PMC7835166	Acceptance of Self-Sampling Among Long-Term Cervical Screening Non-Attenders with HPV-Positive Results: Promising Opportunity for Specific Cancer Education.	Journal of cancer education : the official journal of the American Association for Cancer Education	2021	Sonia Andersson	https://pubmed.ncbi.nlm.nih.gov/31522376/
31427275	10.1158/1940-6207.capr-19-0192		Implementation of HPV-based Cervical Cancer Screening Combined with Self-sampling Using a Midwifery Network Across Rural Greece: The GRECOSELF Study.	Cancer prevention research (Philadelphia, Pa.)	2019	Theodoros Agorastos	https://pubmed.ncbi.nlm.nih.gov/31427275/
31408474	10.1371/journal.pone.0220632	PMC6692065	HPV self-testing for primary cervical cancer screening in Madagascar: VIA/VILI triage compliance in HPV-positive women.	PloS one	2019	Anne-Caroline Benski	https://pubmed.ncbi.nlm.nih.gov/31408474/
31372572	10.1016/j.conctc.2019.100413	PMC6661276	Improving the promise of embedded pragmatic trials: Surmountable barriers encountered in an evaluation of home-based HPV self-sampling to increase cervical cancer screening in overdue women.	Contemporary clinical trials communications	2019	D S M Buist	https://pubmed.ncbi.nlm.nih.gov/31372572/
31366402	10.1186/s12889-019-7354-4	PMC6669971	Genital self-sampling for HPV-based cervical cancer screening: a qualitative study of preferences and barriers in rural Ethiopia.	BMC public health	2019	Theresa Brandt	https://pubmed.ncbi.nlm.nih.gov/31366402/
31337647	10.1158/1940-6207.capr-19-0156		Uptake of Cervical Cancer Screening in Ethiopia by Self-Sampling HPV DNA Compared to Visual Inspection with Acetic Acid: A Cluster Randomized Trial.	Cancer prevention research (Philadelphia, Pa.)	2019	Muluken Gizaw	https://pubmed.ncbi.nlm.nih.gov/31337647/
31291712	10.4143/crt.2019.053	PMC6962482	Inequalities in Awareness and Attitude towards HPV and Its Vaccine between Local and Migrant Residents Who Participated in Cervical Cancer Screening in Shenzhen, China.	Cancer research and treatment	2020	Wei Lin	https://pubmed.ncbi.nlm.nih.gov/31291712/
31285661	10.3747/co.26.4575	PMC6588079	Assessing the impact of mailing self-sampling kits for human papillomavirus testing to unscreened non-responder women in Manitoba.	Current oncology (Toronto, Ont.)	2019	F Jalili	https://pubmed.ncbi.nlm.nih.gov/31285661/
31220062			Acceptability of human papillomavirus self-sampling for cervical-cancer screening in under-screened Māori and Pasifika women: a pilot study.	The New Zealand medical journal	2019	Naomi Brewer	https://pubmed.ncbi.nlm.nih.gov/31220062/
31196175	10.1186/s12905-019-0778-2	PMC6567898	Perspectives of women participating in a cervical cancer screening campaign with community-based HPV self-sampling in rural western Kenya: a qualitative study.	BMC women's health	2019	Sandra Y Oketch	https://pubmed.ncbi.nlm.nih.gov/31196175/
31138174	10.1186/s12889-019-6810-5	PMC6538544	Community-based self-collected human papillomavirus screening in rural Zimbabwe.	BMC public health	2019	Megan B Fitzpatrick	https://pubmed.ncbi.nlm.nih.gov/31138174/
31114629	10.1186/s13027-019-0230-0	PMC6515623	Prevalence, correlates, and predictive value of high-risk human papillomavirus mRNA detection in a community-based cervical cancer screening program in western Uganda.	Infectious agents and cancer	2019	Miriam Nakalembe	https://pubmed.ncbi.nlm.nih.gov/31114629/
31074835	10.1002/ijgo.12859	PMC6620767	A community-based, cross-sectional study of hrHPV DNA self-sampling-based cervical cancer screening in rural Karnataka, India.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2019	Prajakta Adsul	https://pubmed.ncbi.nlm.nih.gov/31074835/
31036707	10.1136/bmjopen-2018-025388	PMC6502061	Cross-sectional study of HPV testing in self-sampled urine and comparison with matched vaginal and cervical samples in women attending colposcopy for the management of abnormal cervical screening.	BMJ open	2019	Alex Sargent	https://pubmed.ncbi.nlm.nih.gov/31036707/
31032904	10.1002/ijc.32374		Increasing participation in cervical screening by targeting long-term nonattenders: Randomized health services study.	International journal of cancer	2019	Klara Miriam Elfström	https://pubmed.ncbi.nlm.nih.gov/31032904/
31002831	10.1016/j.jviromet.2019.04.015		Increased HPV detection by the use of a pre-heating step on vaginal self-samples analysed by Aptima HPV assay.	Journal of virological methods	2019	Christer Borgfeldt	https://pubmed.ncbi.nlm.nih.gov/31002831/
30994102	10.4269/ajtmh.19-0045	PMC6553900	Feasibility, Acceptability, and Accuracy of Vaginal Self-Sampling for Screening Human Papillomavirus Types in Women from Rural Areas in Senegal.	The American journal of tropical medicine and hygiene	2019	Ndeye Safietou Fall	https://pubmed.ncbi.nlm.nih.gov/30994102/
30946033	10.1097/gco.0000000000000542		The advent of human papillomavirus detection for cervical screening.	Current opinion in obstetrics & gynecology	2019	Brian J Morris	https://pubmed.ncbi.nlm.nih.gov/30946033/
30933030	10.1097/lgt.0000000000000476		Acceptability of Women Self-Sampling versus Clinician-Collected Samples for HPV DNA Testing: A Systematic Review.	Journal of lower genital tract disease	2019	Karen Morgan	https://pubmed.ncbi.nlm.nih.gov/30933030/
30874477	10.1089/jwh.2018.7141	PMC6703237	Predictors of Cervical Cancer Screening Among Infrequently Screened Women Completing Human Papillomavirus Self-Collection: My Body My Test-1.	Journal of women's health (2002)	2019	Cary Suzanne Lea	https://pubmed.ncbi.nlm.nih.gov/30874477/
30807869	10.1016/j.ijid.2019.02.022	PMC6538272	hrHPV prevalence and type distribution in rural Zimbabwe: A community-based self-collection study using near-point-of-care GeneXpert HPV testing.	International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases	2019	Megan B Fitzpatrick	https://pubmed.ncbi.nlm.nih.gov/30807869/
30804036	10.1136/bmjopen-2018-026887	PMC6443060	Prospective cohort study examining cervical cancer screening methods in HIV-positive and HIV-negative Cambodian Women: a comparison of human papilloma virus testing, visualization with acetic acid and digital colposcopy.	BMJ open	2019	Sovannara Thay	https://pubmed.ncbi.nlm.nih.gov/30804036/
30718124	10.1016/j.ygyno.2019.01.021		Cost-effectiveness evaluation of HPV self-testing offered to non-attendees in cervical cancer screening in Switzerland.	Gynecologic oncology	2019	Pierre Vassilakos	https://pubmed.ncbi.nlm.nih.gov/30718124/
30654774	10.1186/s12889-019-6401-5	PMC6337790	Evaluation of the self-sampling for cervical cancer screening in Bolivia.	BMC public health	2019	Gustavo Allende	https://pubmed.ncbi.nlm.nih.gov/30654774/
